"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
.1",order-1,shuffle1-test0
1132. 导向,4738,TRAGEDY,1132. 测量,885,TRAGEDY
1133. 珍惜,1933,TRAGEDY,1133. 财富,1621,COMEDY
1134. 节能,1513,TRAGEDY,1134. 礼物,1262,COMEDY
1135. 平时,2535,TRAGEDY,1135. 增强,325,COMEDY
1136. 导,3204,TRAGEDY,1136. 友谊,1605,COMEDY
1137. 负责,757,TRAGEDY,1137. 中年,3474,TRAGEDY
1138. 图表,2656,TRAGEDY,1138. 长颈鹿,4435,COMEDY
1139. 只是,2533,TRAGEDY,1139. 用餐,2704,COMEDY
1140. 原材料,2460,TRAGEDY,1140. 水星,2853,TRAGEDY
1141. 背后,2140,TRAGEDY,1141. 局限性,3453,TRAGEDY
1142. 声,1915,TRAGEDY,1142. 鸡腿,4364,COMEDY
1143. 读取,1710,TRAGEDY,1143. 耳机,2979,COMEDY
1144. 炒,935,COMEDY,1144. 大海,3184,TRAGEDY
1145. 耐力,3464,TRAGEDY,1145. 时期,705,TRAGEDY
1146. 落叶,3123,TRAGEDY,1146. 实习生,4574,COMEDY
1147. 宗教,1409,TRAGEDY,1147. 足以,3291,TRAGEDY
1148. 短期,3766,TRAGEDY,1148. 动作,693,COMEDY
1149. 药,1660,TRAGEDY,1149. 练习,395,COMEDY
1150. 增强,325,COMEDY,1150. 来源于,4449,TRAGEDY
1151. 药物,468,TRAGEDY,1151. 光学,3744,TRAGEDY
1152. 遍历,1328,TRAGEDY,1152. 评定,2515,TRAGEDY
1153. 安排,609,TRAGEDY,1153. 加热,1368,COMEDY
1154. 基金,1654,TRAGEDY,1154. 摆脱,3092,COMEDY
1155. 年代,1393,TRAGEDY,1155. 供给,4711,TRAGEDY
1156. 动能,4684,COMEDY,1156. 盘,2673,COMEDY
1157. 墙壁,2370,TRAGEDY,1157. 内容,61,TRAGEDY
1158. 外界,3147,TRAGEDY,1158. 形状,718,TRAGEDY
1159. 他们,26,TRAGEDY,1159. 遇到,489,COMEDY
1160. 自由,874,COMEDY,1160. 美景,1507,COMEDY
1161. 过程,75,TRAGEDY,1161. 抑制,3180,TRAGEDY
1162. 水果,574,COMEDY,1162. 愤怒,4972,TRAGEDY
1163. 情人节,4375,COMEDY,1163. 运用,834,COMEDY
1164. 笑容,4970,COMEDY,1164. 扩大,973,COMEDY
1165. 理财,1496,TRAGEDY,1165. 匹配,1125,COMEDY
1166. 部门,626,TRAGEDY,1166. 个体,1235,TRAGEDY
1167. 智商,3850,TRAGEDY,1167. 小事,3211,COMEDY
1168. 轮胎,2527,COMEDY,1168. 派对,2587,COMEDY
1169. 沉浸,2677,TRAGEDY,1169. 减法,4676,TRAGEDY
1170. 广州,3631,TRAGEDY,1170. 线下,2863,TRAGEDY
1171. 摩擦,3836,TRAGEDY,1171. 大学,763,COMEDY
1172. 聆听,3594,TRAGEDY,1172. 型号,1680,COMEDY
1173. 哈希,4752,TRAGEDY,1173. 竞争力,1091,TRAGEDY
1174. 栈,4416,TRAGEDY,1174. 微风,1961,COMEDY
1175. 象棋,4544,TRAGEDY,1175. 研究者,4841,COMEDY
1176. 空调,1725,TRAGEDY,1176. 歧视,2724,TRAGEDY
1177. 细菌,2007,TRAGEDY,1177. 优化,276,COMEDY
1178. 停车场,3643,TRAGEDY,1178. 旅,1873,COMEDY
1179. 脸上,4105,TRAGEDY,1179. 统计学,4192,COMEDY
1180. 得知,4806,TRAGEDY,1180. 宣布,3660,COMEDY
1181. 亮度,2806,TRAGEDY,1181. 小学生,3983,COMEDY
1182. 高血压,2160,TRAGEDY,1182. 何时,4745,COMEDY
1183. 您们,3966,TRAGEDY,1183. 税,4128,TRAGEDY
1184. 惩罚,2475,TRAGEDY,1184. 打算,1938,COMEDY
1185. 剧,3743,TRAGEDY,1185. 相比,1450,COMEDY
1186. 主题,147,TRAGEDY,1186. 预计,1930,COMEDY
1187. 天,2118,TRAGEDY,1187. 学习,29,COMEDY
1188. 机遇,1552,TRAGEDY,1188. 实体,1959,COMEDY
1189. 弹性,2242,TRAGEDY,1189. 肿瘤,2955,TRAGEDY
1190. 难度,1247,TRAGEDY,1190. 起源,1574,COMEDY
1191. 调试,2344,TRAGEDY,1191. 晋升,3395,COMEDY
1192. 负责人,3688,TRAGEDY,1192. 承认,3100,COMEDY
1193. 距离,571,TRAGEDY,1193. 活动,65,COMEDY
1194. 歧视,2724,TRAGEDY,1194. 亮点,3532,COMEDY
1195. 海滨,3646,TRAGEDY,1195. 驾驶员,3799,COMEDY
1196. 拉伸,3599,TRAGEDY,1196. 摄入,1825,COMEDY
1197. 泡打粉,4284,COMEDY,1197. 答,3662,COMEDY
1198. 碳,1181,TRAGEDY,1198. 珊瑚礁,4302,COMEDY
1199. 嫌疑人,1666,TRAGEDY,1199. 带,678,COMEDY
1200. 万物,2355,TRAGEDY,1200. 糯米,4276,COMEDY
1201. 理念,933,TRAGEDY,1201. 解答,1357,TRAGEDY
1202. 网格,4473,TRAGEDY,1202. 定义,367,TRAGEDY
1203. 试,912,TRAGEDY,1203. 仙人掌,3186,COMEDY
1204. 欢乐,3083,COMEDY,1204. 过滤,1788,TRAGEDY
1205. 查,2323,TRAGEDY,1205. 主人,1483,TRAGEDY
1206. 解,1369,TRAGEDY,1206. 口罩,2361,TRAGEDY
1207. 切换,3357,TRAGEDY,1207. 多,4726,COMEDY
1208. 实习生,4574,COMEDY,1208. 著称,4868,TRAGEDY
1209. 庆祝,1794,COMEDY,1209. 插件,3824,TRAGEDY
1210. 包含,284,TRAGEDY,1210. 印度,1967,COMEDY
1211. 地理,1619,TRAGEDY,1211. 成,233,TRAGEDY
1212. 孕妇,3513,COMEDY,1212. 寓意,3862,TRAGEDY
1213. 爱,516,COMEDY,1213. 体现,840,TRAGEDY
1214. 里面,1568,TRAGEDY,1214. 窗口,2221,TRAGEDY
1215. 维修,1549,TRAGEDY,1215. 质地,2752,TRAGEDY
1216. 菜单,1121,COMEDY,1216. 排版,4491,TRAGEDY
1217. 块,1146,TRAGEDY,1217. 医疗,108,TRAGEDY
1218. 全国,2980,TRAGEDY,1218. 创立,3127,TRAGEDY
1219. 谈论,2653,COMEDY,1219. 墙纸,4560,COMEDY
1220. 互动,624,COMEDY,1220. 考核,3314,TRAGEDY
1221. 事,1388,TRAGEDY,1221. 护肤品,3457,COMEDY
1222. 育儿,2241,COMEDY,1222. 它们,55,TRAGEDY
1223. 小说,305,TRAGEDY,1223. 盈利,1966,TRAGEDY
1224. 路由,4622,TRAGEDY,1224. 催化剂,4847,TRAGEDY
1225. 步伐,3783,TRAGEDY,1225. 导师,2828,TRAGEDY
1226. 概率,1179,TRAGEDY,1226. 开拓,3298,COMEDY
1227. 走进,3220,COMEDY,1227. 蝴蝶,2200,COMEDY
1228. 精通,4355,COMEDY,1228. 家务,3758,COMEDY
1229. 热水,2757,COMEDY,1229. 机遇,1552,COMEDY
1230. 违反,2109,TRAGEDY,1230. 超出,2940,TRAGEDY
1231. 形容,3019,COMEDY,1231. 博士,4143,TRAGEDY
1232. 摆,4599,COMEDY,1232. 语义,2759,TRAGEDY
1233. 计算机,270,TRAGEDY,1233. 赋,4493,TRAGEDY
1234. 实用性,2386,TRAGEDY,1234. 命令,988,TRAGEDY
1235. 疫苗,1398,TRAGEDY,1235. 拍打,4275,COMEDY
1236. 发表,2088,TRAGEDY,1236. 楼,4020,TRAGEDY
1237. 区,1509,TRAGEDY,1237. 特质,3404,TRAGEDY
1238. 燃料,1421,TRAGEDY,1238. 缺陷,2529,TRAGEDY
1239. 客厅,1796,COMEDY,1239. 料,3876,TRAGEDY
1240. 推动,488,TRAGEDY,1240. 区分,2603,TRAGEDY
1241. 手势,4205,COMEDY,1241. 烤盘,1755,COMEDY
1242. 中华,1616,TRAGEDY,1242. 产地,4478,TRAGEDY
1243. 优势,511,TRAGEDY,1243. 类,497,TRAGEDY
1244. 天文,3901,TRAGEDY,1244. 品牌,160,TRAGEDY
1245. 总体,2191,TRAGEDY,1245. 燃油,3396,TRAGEDY
1246. 立场,3237,TRAGEDY,1246. 栖息地,2377,TRAGEDY
1247. 采样,4974,TRAGEDY,1247. 转换,539,TRAGEDY
1248. 认证,2236,TRAGEDY,1248. 能耗,3674,TRAGEDY
1249. 对话,91,COMEDY,1249. 热爱,1269,COMEDY
1250. 素,3025,COMEDY,1250. 表面,510,TRAGEDY
1251. 油画,4845,COMEDY,1251. 充电,1820,TRAGEDY
1252. 唐代,3432,TRAGEDY,1252. 肢体,3903,TRAGEDY
1253. 水面,3510,COMEDY,1253. 创办,4768,TRAGEDY
1254. 帮助,31,COMEDY,1254. 摇滚,3048,COMEDY
1255. 透明度,2753,TRAGEDY,1255. 创业者,2094,TRAGEDY
1256. 流淌,4481,COMEDY,1256. 类别,934,TRAGEDY
1257. 编译,2964,TRAGEDY,1257. 教练,1931,COMEDY
1258. 电压,2826,TRAGEDY,1258. 质,1894,TRAGEDY
1259. 所得税,2966,TRAGEDY,1259. 精通,4355,TRAGEDY
1260. 写下,3593,COMEDY,1260. 必需,4521,TRAGEDY
1261. 想到,2089,TRAGEDY,1261. 说法,3316,TRAGEDY
1262. 关联,1861,TRAGEDY,1262. 遗迹,4740,TRAGEDY
1263. 冷却,2158,TRAGEDY,1263. 区别,1315,TRAGEDY
1264. 肥料,1996,COMEDY,1264. 做法,1407,TRAGEDY
1265. 宣传,602,COMEDY,1265. 导入,2558,TRAGEDY
1266. 阶级,3769,TRAGEDY,1266. 保留,1614,TRAGEDY
1267. 药品,1920,TRAGEDY,1267. 变换,3256,TRAGEDY
1268. 叶片,3681,COMEDY,1268. 纠正,3035,TRAGEDY
1269. 服务,82,COMEDY,1269. 动,3385,TRAGEDY
1270. 体育,1231,COMEDY,1270. 激活,3750,TRAGEDY
1271. 路程,4425,TRAGEDY,1271. 混凝土,4183,TRAGEDY
1272. 饰品,3387,COMEDY,1272. 心,941,TRAGEDY
1273. 宝石,2885,COMEDY,1273. 粮食,4400,TRAGEDY
1274. 人心,3068,TRAGEDY,1274. 社交,220,TRAGEDY
1275. 求,1474,TRAGEDY,1275. 搭建,3185,TRAGEDY
1276. 字符串,435,COMEDY,1276. 着手,4606,TRAGEDY
1277. 链,605,TRAGEDY,1277. 差异,719,TRAGEDY
1278. 驱动,1806,COMEDY,1278. 四川,3887,TRAGEDY
1279. 强化,1536,COMEDY,1279. 形成,306,TRAGEDY
1280. 领先,3322,COMEDY,1280. 夜晚,1563,TRAGEDY
1281. 打印,1126,COMEDY,1281. 音,2592,TRAGEDY
1282. 本,4853,COMEDY,1282. 导航,2122,TRAGEDY
1283. 给定,513,COMEDY,1283. 疫情,1670,TRAGEDY
1284. 月球,1675,COMEDY,1284. 资源,154,TRAGEDY
1285. 制动,4171,TRAGEDY,1285. 作战,4803,TRAGEDY
1286. 我,3,TRAGEDY,1286. 口腔,3106,TRAGEDY
1287. 调制,4593,COMEDY,1287. 卢浮宫,4894,TRAGEDY
1288. 电梯,4286,COMEDY,1288. 戴,3131,TRAGEDY
1289. 参考,659,COMEDY,1289. 插,4831,TRAGEDY
1290. 高跟鞋,4876,COMEDY,1290. 感情,1159,TRAGEDY
1291. 配送,2973,TRAGEDY,1291. 感觉,345,TRAGEDY
1292. 黄金,2664,COMEDY,1292. 花瓣,3242,TRAGEDY
1293. 存储,500,TRAGEDY,1293. 方案,133,TRAGEDY
1294. 台,4432,COMEDY,1294. 节能,1513,TRAGEDY
1295. 满意度,1374,COMEDY,1295. 困难,689,TRAGEDY
1296. 收益率,4366,TRAGEDY,1296. 指点,4402,TRAGEDY
1297. 和平,2796,COMEDY,1297. 道具,2733,COMEDY
1298. 注入,2727,TRAGEDY,1298. 暴力,2230,TRAGEDY
1299. 升,2746,COMEDY,1299. 回来,3473,TRAGEDY
1300. 终端,3496,TRAGEDY,1300. 买,1054,COMEDY
1301. 好奇心,2565,COMEDY,1301. 点,418,TRAGEDY
1302. 没错,4746,COMEDY,1302. 股市,3864,TRAGEDY
1303. 促使,4254,COMEDY,1303. 陷阱,4110,TRAGEDY
1304. 意境,4242,COMEDY,1304. 审核,2934,TRAGEDY
1305. 甜味,4761,COMEDY,1305. 想到,2089,TRAGEDY
1306. 线下,2863,TRAGEDY,1306. 克服,1193,TRAGEDY
1307. 菜肴,1336,COMEDY,1307. 布置,2038,COMEDY
1308. 路径,1064,TRAGEDY,1308. 肺,3701,TRAGEDY
1309. 洞穴,4640,TRAGEDY,1309. 跟进,3493,TRAGEDY
1310. 蜂蜜,1981,COMEDY,1310. 资本,2086,TRAGEDY
1311. 招聘,1010,TRAGEDY,1311. 噪音,2321,COMEDY
1312. 原因,390,TRAGEDY,1312. 小吃,2742,COMEDY
1313. 不同,810,TRAGEDY,1313. 他,34,TRAGEDY
1314. 资产,807,TRAGEDY,1314. 瀑布,3588,TRAGEDY
1315. 天文学家,4698,COMEDY,1315. 区块,875,TRAGEDY
1316. 有所,587,COMEDY,1316. 恋爱,1684,TRAGEDY
1317. 氧,2924,COMEDY,1317. 胸肉,4125,COMEDY
1318. 部位,2209,TRAGEDY,1318. 剧,3743,TRAGEDY
1319. 修改,640,TRAGEDY,1319. 埃及,3379,TRAGEDY
1320. 糖尿病,2182,TRAGEDY,1320. 工艺,1525,TRAGEDY
1321. 废气,3780,TRAGEDY,1321. 投资人,2363,TRAGEDY
1322. 排版,4491,TRAGEDY,1322. 眼,2797,TRAGEDY
1323. 确保,84,TRAGEDY,1323. 观察,683,TRAGEDY
1324. 代表性,2579,TRAGEDY,1324. 缺点,906,TRAGEDY
1325. 配菜,4614,COMEDY,1325. 器械,3673,TRAGEDY
1326. 仪器,3405,TRAGEDY,1326. 启发,2254,COMEDY
1327. 没有,106,TRAGEDY,1327. 显示,617,COMEDY
1328. 果汁,2732,COMEDY,1328. 不确定性,2645,TRAGEDY
1329. 命题,4323,TRAGEDY,1329. 英国,1390,TRAGEDY
1330. 公平,3811,TRAGEDY,1330. 硬币,3165,COMEDY
1331. 电机,3915,TRAGEDY,1331. 百度,4790,TRAGEDY
1332. 腐蚀,4996,TRAGEDY,1332. 零售,4042,TRAGEDY
1333. 结合,494,TRAGEDY,1333. 文件,407,TRAGEDY
1334. 激活,3750,TRAGEDY,1334. 字,460,TRAGEDY
1335. 女神,4012,COMEDY,1335. 困境,2076,TRAGEDY
1336. 成年人,4027,TRAGEDY,1336. 洗净,2314,COMEDY
1337. 客户,109,TRAGEDY,1337. 便利性,4728,COMEDY
1338. 激情,2161,COMEDY,1338. 感动,3120,TRAGEDY
1339. 卫生,1045,TRAGEDY,1339. 纤维,1708,TRAGEDY
1340. 远处,3118,TRAGEDY,1340. 前所未有,3819,COMEDY
1341. 花草,4575,COMEDY,1341. 复制,1905,TRAGEDY
1342. 公交,3733,TRAGEDY,1342. 满,2710,COMEDY
1343. 按钮,1271,TRAGEDY,1343. 课,3282,TRAGEDY
1344. 宫保,4721,COMEDY,1344. 保护,76,TRAGEDY
1345. 加剧,2126,TRAGEDY,1345. 甲方,2149,TRAGEDY
1346. 作为,509,TRAGEDY,1346. 粒,4298,TRAGEDY
1347. 利益,859,TRAGEDY,1347. 学术化,4476,TRAGEDY
1348. 分散,2300,TRAGEDY,1348. 雕塑,3498,TRAGEDY
1349. 人物,564,COMEDY,1349. 系列,1499,TRAGEDY
1350. 运动员,2313,COMEDY,1350. 乘以,1987,TRAGEDY
1351. 高于,3222,TRAGEDY,1351. 捕捉,2857,COMEDY
1352. 外星人,4044,COMEDY,1352. 好处,1058,COMEDY
1353. 代谢,2117,TRAGEDY,1353. 散步,1497,COMEDY
1354. 波,1899,COMEDY,1354. 机械,1640,TRAGEDY
1355. 变换,3256,COMEDY,1355. 橙色,4001,COMEDY
1356. 存在,143,TRAGEDY,1356. 播放,2044,COMEDY
1357. 节目,1627,COMEDY,1357. 灵感,946,COMEDY
1358. 乐器,2142,COMEDY,1358. 审美,3075,COMEDY
1359. 肺癌,4603,TRAGEDY,1359. 梳理,2489,COMEDY
1360. 照,3223,COMEDY,1360. 冰川,2615,TRAGEDY
1361. 作息,3476,TRAGEDY,1361. 导,3204,COMEDY
1362. 好处,1058,COMEDY,1362. 鸣,4939,COMEDY
1363. 官,3672,TRAGEDY,1363. 源头,4547,TRAGEDY
1364. 通过,1884,TRAGEDY,1364. 加重,4184,TRAGEDY
1365. 线性,4857,TRAGEDY,1365. 提交,1693,TRAGEDY
1366. 求解,2082,TRAGEDY,1366. 海岸,4577,COMEDY
1367. 口碑,2183,COMEDY,1367. 沙发,1503,COMEDY
1368. 惊叹,3134,COMEDY,1368. 顶点,4372,COMEDY
1369. 佩戴,3497,COMEDY,1369. 焦虑,704,TRAGEDY
1370. 店铺,3166,COMEDY,1370. 动物,187,COMEDY
1371. 北京,711,TRAGEDY,1371. 虾仁,4527,COMEDY
1372. 葡萄酒,2121,COMEDY,1372. 给定,513,COMEDY
1373. 片段,2824,COMEDY,1373. 玛丽,1013,COMEDY
1374. 吃,450,COMEDY,1374. 家具,529,COMEDY
1375. 投资人,2363,TRAGEDY,1375. 斜,3158,TRAGEDY
1376. 睡,2747,COMEDY,1376. 担心,1178,TRAGEDY
1377. 质,1894,TRAGEDY,1377. 时机,4190,COMEDY
1378. 后台,4736,TRAGEDY,1378. 失去,1065,TRAGEDY
1379. 解答,1357,TRAGEDY,1379. 情,1776,COMEDY
1380. 贴,3989,COMEDY,1380. 沙漠,2040,TRAGEDY
1381. 先生,879,TRAGEDY,1381. 红色,1515,TRAGEDY
1382. 放,487,TRAGEDY,1382. 洗涤,4045,COMEDY
1383. 必要性,4773,TRAGEDY,1383. 愉悦,2977,COMEDY
1384. 便于,3483,COMEDY,1384. 健康,95,COMEDY
1385. 放置,1112,TRAGEDY,1385. 吸,4941,TRAGEDY
1386. 包装,1589,COMEDY,1386. 线程,4369,TRAGEDY
1387. 演唱,4101,COMEDY,1387. 天空,990,COMEDY
1388. 身心,1006,TRAGEDY,1388. 彗星,4163,TRAGEDY
1389. 振动,3987,COMEDY,1389. 落,2369,TRAGEDY
1390. 观察,683,TRAGEDY,1390. 专业,478,COMEDY
1391. 掌控,2843,TRAGEDY,1391. 格式,739,COMEDY
1392. 业,2660,TRAGEDY,1392. 能力,74,COMEDY
1393. 肉,1287,COMEDY,1393. 激情,2161,COMEDY
1394. 字节,4334,COMEDY,1394. 带动,4913,COMEDY
1395. 成就感,3827,COMEDY,1395. 溶液,2465,TRAGEDY
1396. 占,1793,TRAGEDY,1396. 服务器,1081,COMEDY
1397. 总,4998,TRAGEDY,1397. 权力,2174,TRAGEDY
1398. 演讲,1292,COMEDY,1398. 变化,120,TRAGEDY
1399. 跑,2210,COMEDY,1399. 共同点,3752,COMEDY
1400. 攻击,851,TRAGEDY,1400. 秘密,2678,TRAGEDY
1401. 监督,1282,TRAGEDY,1401. 举行,2624,COMEDY
1402. 版,3968,COMEDY,1402. 制品,1962,COMEDY
1403. 靠近,2466,TRAGEDY,1403. 队列,3756,TRAGEDY
1404. 珠宝,2957,COMEDY,1404. 助,4885,COMEDY
1405. 疑虑,4583,TRAGEDY,1405. 建,3343,COMEDY
1406. 摘取,4719,TRAGEDY,1406. 便于,3483,COMEDY
1407. 金星,2760,COMEDY,1407. 水污染,3804,TRAGEDY
1408. 善于,1613,COMEDY,1408. 减去,2647,TRAGEDY
1409. 引人注目,4489,COMEDY,1409. 粉,2037,COMEDY
1410. 舞台,2523,COMEDY,1410. 对称,4348,COMEDY
1411. 饮品,1956,COMEDY,1411. 总数,3177,TRAGEDY
1412. 器材,2211,TRAGEDY,1412. 扮演,1090,COMEDY
1413. 臂,4343,TRAGEDY,1413. 斐波,3677,TRAGEDY
1414. 淀粉,2667,COMEDY,1414. 精力,1334,COMEDY
1415. 占比,3477,TRAGEDY,1415. 消息,1303,TRAGEDY
1416. 牛,2896,COMEDY,1416. 浪费,853,TRAGEDY
1417. 绽放,3295,COMEDY,1417. 喉咙,4474,TRAGEDY
1418. 猜,2484,COMEDY,1418. 许可,4507,TRAGEDY
1419. 保暖,3704,COMEDY,1419. 确认,953,TRAGEDY
1420. 来,224,COMEDY,1420. 鼓舞,4471,COMEDY
1421. 完美,4971,COMEDY,1421. 抑郁,2978,TRAGEDY
1422. 延长,2719,TRAGEDY,1422. 拍摄,1939,COMEDY
1423. 股东,3042,TRAGEDY,1423. 细则,4946,TRAGEDY
1424. 重建,4194,TRAGEDY,1424. 油,967,TRAGEDY
1425. 太空,877,COMEDY,1425. 属性,870,TRAGEDY
1426. 天王星,3521,COMEDY,1426. 服务员,2062,COMEDY
1427. 面团,1673,COMEDY,1427. 碗,2069,COMEDY
1428. 选择,32,TRAGEDY,1428. 级,2997,TRAGEDY
1429. 大厦,4436,TRAGEDY,1429. 跳,2207,COMEDY
1430. 温暖,1657,COMEDY,1430. 丝,2596,COMEDY
1431. 感情,1159,TRAGEDY,1431. 力,955,TRAGEDY
1432. 雕刻,4778,COMEDY,1432. 开水,4016,TRAGEDY
1433. 购买,242,COMEDY,1433. 料酒,1764,COMEDY
1434. 植物,227,COMEDY,1434. 考试,1327,TRAGEDY
1435. 中介,4274,TRAGEDY,1435. 爬,4670,TRAGEDY
1436. 乘客,3099,TRAGEDY,1436. 刀,3287,TRAGEDY
1437. 倾向,2222,TRAGEDY,1437. 奶油,1754,COMEDY
1438. 体型,2781,COMEDY,1438. 作文,4150,TRAGEDY
1439. 咖啡店,3412,COMEDY,1439. 振动,3987,COMEDY
1440. 翻转,4024,COMEDY,1440. 白色,2589,TRAGEDY
1441. 设备,181,TRAGEDY,1441. 寿司,2872,COMEDY
1442. 场景,354,TRAGEDY,1442. 小李,3196,COMEDY
1443. 小学生,3983,COMEDY,1443. 爱因斯坦,3845,TRAGEDY
1444. 外部,1404,TRAGEDY,1444. 排队,4256,TRAGEDY
1445. 对角线,4933,TRAGEDY,1445. 某人,4687,TRAGEDY
1446. 和,1319,COMEDY,1446. 循环,635,TRAGEDY
1447. 虾,3236,COMEDY,1447. 网站,428,COMEDY
1448. 芝士,1713,COMEDY,1448. 面对,638,TRAGEDY
1449. 美丽,1865,COMEDY,1449. 那,848,COMEDY
1450. 登记,4490,TRAGEDY,1450. 草木,4839,COMEDY
1451. 碎,3596,TRAGEDY,1451. 课程,579,TRAGEDY
1452. 咖啡豆,2519,COMEDY,1452. 轮廓,4297,TRAGEDY
1453. 心脏病,3388,TRAGEDY,1453. 术语,2439,TRAGEDY
1454. 公转,3136,TRAGEDY,1454. 名额,4410,TRAGEDY
1455. 一致,2442,TRAGEDY,1455. T恤,3344,COMEDY
1456. 蓝天,4026,COMEDY,1456. 环节,1385,TRAGEDY
1457. 李白,3283,TRAGEDY,1457. 方面,46,TRAGEDY
1458. 投票,4393,TRAGEDY,1458. 居民,977,TRAGEDY
1459. 相关性,3870,TRAGEDY,1459. 奶,3640,COMEDY
1460. 元,3010,TRAGEDY,1460. 趋势,309,TRAGEDY
1461. 样本,1452,TRAGEDY,1461. 逃脱,2793,COMEDY
1462. 性价比,2862,TRAGEDY,1462. 果实,2984,COMEDY
1463. 能力,74,TRAGEDY,1463. 型,1430,COMEDY
1464. 衬衫,3318,COMEDY,1464. 响应,1305,TRAGEDY
1465. 山区,3022,TRAGEDY,1465. 忠诚,3551,TRAGEDY
1466. 幽默,4389,COMEDY,1466. 明白,811,COMEDY
1467. 文章,37,TRAGEDY,1467. 雪,3467,COMEDY
1468. 约翰,1221,TRAGEDY,1468. 大数据,878,TRAGEDY
1469. 大师,4549,TRAGEDY,1469. 柠檬,1484,COMEDY
1470. 孤独,1813,TRAGEDY,1470. 种类,717,COMEDY
1471. 话,526,COMEDY,1471. 机器,207,TRAGEDY
1472. 流程,508,TRAGEDY,1472. 购物车,3205,COMEDY
1473. 生理,2014,TRAGEDY,1473. 前往,1133,TRAGEDY
1474. 其中,117,TRAGEDY,1474. 净化器,3085,TRAGEDY
1475. 熟悉,1341,COMEDY,1475. 乘积,3574,TRAGEDY
1476. 夜,2400,TRAGEDY,1476. 外卖,4943,COMEDY
1477. 华为,2725,TRAGEDY,1477. 西班牙语,3409,TRAGEDY
1478. 附近,1356,TRAGEDY,1478. 模拟,720,TRAGEDY
1479. 乐曲,4683,COMEDY,1479. 面,823,COMEDY
1480. 换,1853,COMEDY,1480. 功能性,4455,TRAGEDY
1481. 号码,2244,TRAGEDY,1481. 酸奶,2546,COMEDY
1482. 铅笔,3435,COMEDY,1482. 男性,1267,TRAGEDY
1483. 经济学,3425,TRAGEDY,1483. 装,2228,COMEDY
1484. 心血管,2789,TRAGEDY,1484. 复兴,2799,TRAGEDY
1485. 五花肉,4073,COMEDY,1485. 氢气,3389,TRAGEDY
1486. 动,3385,COMEDY,1486. 使命,2889,TRAGEDY
1487. 营业,3708,TRAGEDY,1487. 成绩,1031,TRAGEDY
1488. 单车,4824,COMEDY,1488. 休闲,1925,COMEDY
1489. 变为,3546,COMEDY,1489. 气,2409,COMEDY
1490. 单元,2395,TRAGEDY,1490. 调控,4299,TRAGEDY
1491. 农业,925,TRAGEDY,1491. 名称,329,TRAGEDY
1492. 手环,2540,COMEDY,1492. 撞击,4729,TRAGEDY
1493. 运行,537,TRAGEDY,1493. 指出,1310,TRAGEDY
1494. 催化剂,4847,TRAGEDY,1494. 超市,2042,COMEDY
1495. 才华,2453,COMEDY,1495. 杰克,1864,COMEDY
1496. 备受,1891,TRAGEDY,1496. 案例,1056,TRAGEDY
1497. 数字化,1245,TRAGEDY,1497. 机会,272,COMEDY
1498. 回来,3473,COMEDY,1498. 达成,1556,TRAGEDY
1499. 完成,134,COMEDY,1499. 感到,244,TRAGEDY
1500. 拉,3335,COMEDY,1500. 聚焦,4337,TRAGEDY
1501. 大家,614,COMEDY,1501. 天体,1391,TRAGEDY
1502. 触发,3531,TRAGEDY,1502. 国内外,3800,TRAGEDY
1503. 水晶,3942,TRAGEDY,1503. 优劣,4763,TRAGEDY
1504. 理性,3437,TRAGEDY,1504. 初始化,3199,TRAGEDY
1505. 已知,2808,TRAGEDY,1505. 摄取,4204,TRAGEDY
1506. 工艺,1525,TRAGEDY,1506. 南极,3839,TRAGEDY
1507. 态度,661,COMEDY,1507. 膳食,2745,TRAGEDY
1508. 紧张,2970,TRAGEDY,1508. 季,4232,TRAGEDY
1509. 食用油,4750,COMEDY,1509. 桥,3940,TRAGEDY
1510. 抑制,3180,TRAGEDY,1510. 基,4484,TRAGEDY
1511. 西兰花,3825,COMEDY,1511. 物种,1024,TRAGEDY
1512. 舒缓,3852,COMEDY,1512. 她们,3094,TRAGEDY
1513. 意图,3250,TRAGEDY,1513. 代表,417,TRAGEDY
1514. 找出,1490,TRAGEDY,1514. 受众,1759,TRAGEDY
1515. 特点,247,TRAGEDY,1515. 性质,1001,TRAGEDY
1516. 聊天,971,COMEDY,1516. 股东,3042,TRAGEDY
1517. 动态,2039,TRAGEDY,1517. 春风,4015,COMEDY
1518. 切碎,2605,TRAGEDY,1518. 发布,890,TRAGEDY
1519. 相似度,4056,TRAGEDY,1519. 媒体,362,TRAGEDY
1520. 中成药,4561,TRAGEDY,1520. 会员,3671,TRAGEDY
1521. 显示,617,TRAGEDY,1521. 好奇心,2565,COMEDY
1522. 小火,3841,COMEDY,1522. 主机,4362,TRAGEDY
