"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
.1",order-1,shuffle1-test0
1186. 日志,2490,COMEDY,1186. 指针,2559,COMEDY
1187. 危害,1736,TRAGEDY,1187. 穿搭,3654,COMEDY
1188. 讲解,1460,COMEDY,1188. 男孩,1709,COMEDY
1189. 引力,1261,TRAGEDY,1189. 胸肉,4125,COMEDY
1190. 侧,2043,COMEDY,1190. 端口,3779,COMEDY
1191. 情感,156,TRAGEDY,1191. 框架,1082,TRAGEDY
1192. 表格,396,COMEDY,1192. 听到,1333,COMEDY
1193. 重复,1671,COMEDY,1193. 添加剂,4596,TRAGEDY
1194. 体现,840,COMEDY,1194. 救赎,3628,TRAGEDY
1195. 易于,1251,COMEDY,1195. 维生素,982,COMEDY
1196. 字母,716,COMEDY,1196. 内容,61,COMEDY
1197. 鼠标,3705,COMEDY,1197. 抓住,2783,COMEDY
1198. 钟,3874,TRAGEDY,1198. 效益,1761,COMEDY
1199. 音,2592,COMEDY,1199. 新人,2525,COMEDY
1200. 蔬菜,467,COMEDY,1200. 她,101,COMEDY
1201. 化学品,4518,TRAGEDY,1201. 风力,4533,COMEDY
1202. 年级,4231,TRAGEDY,1202. 星球,1116,COMEDY
1203. 怎样,3246,COMEDY,1203. 找出,1490,COMEDY
1204. 充电,1820,COMEDY,1204. 约定,2642,COMEDY
1205. 备受,1891,TRAGEDY,1205. 贸易,1782,TRAGEDY
1206. 维修,1549,TRAGEDY,1206. 承受,1992,TRAGEDY
1207. 小镇,2435,COMEDY,1207. 连衣裙,3805,COMEDY
1208. 巩固,4742,TRAGEDY,1208. 适用,744,COMEDY
1209. 空调,1725,COMEDY,1209. 主旨,3254,TRAGEDY
1210. 带动,4913,COMEDY,1210. 采取,278,COMEDY
1211. 工业化,3228,TRAGEDY,1211. 李华,1537,COMEDY
1212. 适合,153,COMEDY,1212. 胆固醇,4559,TRAGEDY
1213. 预,2893,TRAGEDY,1213. 质感,2987,COMEDY
1214. 突出,1643,COMEDY,1214. 本人,4009,COMEDY
1215. 王明,3487,COMEDY,1215. 写出,2737,COMEDY
1216. 激活,3750,COMEDY,1216. 大象,2312,COMEDY
1217. 本地,2282,COMEDY,1217. 聊天,971,COMEDY
1218. 感冒,2933,TRAGEDY,1218. 带给,2048,COMEDY
1219. 机票,3034,TRAGEDY,1219. 智能,15,COMEDY
1220. 眼睛,1207,COMEDY,1220. 体,1150,TRAGEDY
1221. 妻子,3637,COMEDY,1221. 煎,1867,TRAGEDY
1222. 打,926,TRAGEDY,1222. 明了,3955,COMEDY
1223. 电机,3915,TRAGEDY,1223. 印度,1967,COMEDY
1224. 感官,3601,COMEDY,1224. 流淌,4481,TRAGEDY
1225. 前进,2197,COMEDY,1225. 增长,604,TRAGEDY
1226. 筛选,1631,TRAGEDY,1226. 复兴,2799,COMEDY
1227. 主张,3233,TRAGEDY,1227. 瓷砖,2904,COMEDY
1228. 盆栽,3327,COMEDY,1228. 摆放,2685,COMEDY
1229. 水龙头,3947,COMEDY,1229. 爱好,978,COMEDY
1230. 电器,1201,COMEDY,1230. 交易,632,TRAGEDY
1231. 必需,4521,TRAGEDY,1231. 治愈,3700,COMEDY
1232. 学者,3515,TRAGEDY,1232. 焯水,4929,TRAGEDY
1233. 成立,1742,COMEDY,1233. 装饰,796,COMEDY
1234. 案,4411,TRAGEDY,1234. 陶醉,4827,COMEDY
1235. 底蕴,4136,TRAGEDY,1235. 存放,3271,TRAGEDY
1236. 硬度,4273,TRAGEDY,1236. 采用,282,COMEDY
1237. 可靠性,1285,COMEDY,1237. 挑选,2468,COMEDY
1238. 汤匙,2132,COMEDY,1238. 尾气,4775,TRAGEDY
1239. 放置,1112,COMEDY,1239. 金融,400,TRAGEDY
1240. 野餐,2622,COMEDY,1240. 水龙头,3947,COMEDY
1241. 板,1731,COMEDY,1241. 赞赏,4268,COMEDY
1242. 吉他,3055,COMEDY,1242. 均衡,3032,COMEDY
1243. 语调,4647,COMEDY,1243. 媒介,4058,COMEDY
1244. 牛顿,2309,TRAGEDY,1244. 突出,1643,COMEDY
1245. 默认,2575,TRAGEDY,1245. 欧洲,1399,COMEDY
1246. 键盘,3500,COMEDY,1246. 执行,389,TRAGEDY
1247. 分析师,3759,TRAGEDY,1247. 奶油,1754,COMEDY
1248. 副作用,2942,TRAGEDY,1248. 黑洞,618,TRAGEDY
1249. 去除,1767,TRAGEDY,1249. 亲子,1650,COMEDY
1250. 远方,4206,TRAGEDY,1250. 伙伴,1487,COMEDY
1251. 氢,3002,TRAGEDY,1251. 保湿,3455,COMEDY
1252. 滑雪,4580,COMEDY,1252. 笔记本,2687,COMEDY
1253. 智能,15,COMEDY,1253. 豆类,3782,COMEDY
1254. 接收,1626,COMEDY,1254. 分开,4240,TRAGEDY
1255. 尝试,179,COMEDY,1255. 比喻,3139,COMEDY
1256. 奶酪,1843,COMEDY,1256. 国内外,3800,TRAGEDY
1257. 鞋子,2226,COMEDY,1257. 欺骗,4008,TRAGEDY
1258. 土壤,785,TRAGEDY,1258. 概括,1658,COMEDY
1259. 购物车,3205,COMEDY,1259. 论,4133,TRAGEDY
1260. 区域,538,TRAGEDY,1260. 背后,2140,TRAGEDY
1261. 产物,3152,COMEDY,1261. 中医,2418,TRAGEDY
1262. 肉类,1783,COMEDY,1262. 健身房,2331,COMEDY
1263. 画,1100,COMEDY,1263. 大陆,2909,TRAGEDY
1264. 中成药,4561,TRAGEDY,1264. 缝,4626,TRAGEDY
1265. 到,27,COMEDY,1265. 背景,408,COMEDY
1266. 版,3968,COMEDY,1266. 头脑,1974,COMEDY
1267. 推销,3047,COMEDY,1267. 等待,1062,TRAGEDY
1268. 电动车,4771,COMEDY,1268. 大气,1294,COMEDY
1269. 原告,2635,TRAGEDY,1269. 简化,2247,COMEDY
1270. 仿真,4884,COMEDY,1270. 业,2660,TRAGEDY
1271. 红酒,2288,COMEDY,1271. 查看,895,COMEDY
1272. 告知,3883,COMEDY,1272. 遭受,2654,TRAGEDY
1273. 红烧肉,3029,COMEDY,1273. 主持人,2478,COMEDY
1274. 汉字,2780,COMEDY,1274. 防御,2779,TRAGEDY
1275. 汉语,3363,COMEDY,1275. 高山,4465,TRAGEDY
1276. 噪音,2321,TRAGEDY,1276. 品味,2718,COMEDY
1277. 传感器,1517,COMEDY,1277. 除,1313,TRAGEDY
1278. 分词,3630,COMEDY,1278. 考试,1327,TRAGEDY
1279. 到达,1164,COMEDY,1279. 主人公,1651,COMEDY
1280. 舞,2333,COMEDY,1280. 参加,414,COMEDY
1281. 报告,456,TRAGEDY,1281. 女生,3796,COMEDY
1282. 蛋,2248,COMEDY,1282. 铅笔,3435,COMEDY
1283. 伦理,1401,TRAGEDY,1283. 宣传,602,COMEDY
1284. 询问,1524,COMEDY,1284. 警告,4199,TRAGEDY
1285. 精通,4355,COMEDY,1285. 热,1944,COMEDY
1286. 黑暗,3209,TRAGEDY,1286. 玉米,3017,COMEDY
1287. 平面,2771,COMEDY,1287. 年龄,698,TRAGEDY
1288. 比较,721,COMEDY,1288. 强化,1536,TRAGEDY
1289. 骑,2070,COMEDY,1289. 容器,1302,COMEDY
1290. 把握,2449,COMEDY,1290. 正义,3486,COMEDY
1291. 试试,1775,COMEDY,1291. 风能,2721,COMEDY
1292. 房间,622,COMEDY,1292. 领取,4573,COMEDY
1293. 回报率,4754,TRAGEDY,1293. 器,686,COMEDY
1294. 野外,4139,COMEDY,1294. 方程,996,COMEDY
1295. 变异,4428,TRAGEDY,1295. 入住,4282,COMEDY
1296. 老人,2195,TRAGEDY,1296. 自制,4918,COMEDY
1297. 动物园,4251,COMEDY,1297. 外貌,3339,COMEDY
1298. 集成,2166,TRAGEDY,1298. 书架,4496,COMEDY
1299. 益处,3133,COMEDY,1299. 大学生,1475,COMEDY
1300. 弥漫,4048,TRAGEDY,1300. 投入,1047,COMEDY
1301. 洞穴,4640,TRAGEDY,1301. 老鼠,2552,COMEDY
1302. 电气,3906,COMEDY,1302. 分歧,4655,TRAGEDY
1303. 青蛙,4406,COMEDY,1303. 牛肉,1455,COMEDY
1304. 企鹅,3715,COMEDY,1304. 令,690,COMEDY
1305. 店铺,3166,COMEDY,1305. 驾驶员,3799,COMEDY
1306. 转换,539,COMEDY,1306. 面前,4545,COMEDY
1307. 分工,3939,TRAGEDY,1307. 权限,2150,TRAGEDY
1308. 放进,4993,COMEDY,1308. 块,1146,COMEDY
1309. 零件,3584,TRAGEDY,1309. 接,4122,COMEDY
1310. 旨,2224,TRAGEDY,1310. 需要,7,TRAGEDY
1311. 贵族,4051,TRAGEDY,1311. 高校,4368,COMEDY
1312. 快递,4065,COMEDY,1312. 网站,428,COMEDY
1313. 得以,2619,COMEDY,1313. 修行,4846,TRAGEDY
1314. 盘子,4078,COMEDY,1314. 天文学,2769,COMEDY
1315. 温暖,1657,COMEDY,1315. 付出,1678,TRAGEDY
1316. 商标,3288,COMEDY,1316. 日记,3748,COMEDY
1317. 包装,1589,COMEDY,1317. 薄片,3960,COMEDY
1318. 摄像头,2607,COMEDY,1318. 安全,107,COMEDY
1319. 经理,768,TRAGEDY,1319. 得分,1504,COMEDY
1320. 咬,4501,COMEDY,1320. 辣椒,1648,COMEDY
1321. 胡椒,2217,COMEDY,1321. 承认,3100,TRAGEDY
1322. 思考,310,TRAGEDY,1322. 对齐,4671,COMEDY
1323. 样式,1989,COMEDY,1323. 体质,4694,COMEDY
1324. 改善,406,COMEDY,1324. 助手,1278,COMEDY
1325. 消化,1940,COMEDY,1325. 团,4247,COMEDY
1326. 犬,1578,COMEDY,1326. 图书,4756,TRAGEDY
1327. 阻碍,4253,TRAGEDY,1327. 海滩,1038,COMEDY
1328. 太阳能,1093,COMEDY,1328. 培训,549,COMEDY
1329. 水晶,3942,TRAGEDY,1329. 照明,1854,COMEDY
1330. 跨,2046,COMEDY,1330. 列表,335,COMEDY
1331. 黑色,2601,TRAGEDY,1331. 前所未有,3819,TRAGEDY
1332. 权限,2150,TRAGEDY,1332. 细菌,2007,TRAGEDY
1333. 调味料,2686,COMEDY,1333. 生命,275,COMEDY
1334. 规律,1102,TRAGEDY,1334. 赋,4493,TRAGEDY
1335. 玫瑰,2651,COMEDY,1335. 环节,1385,COMEDY
1336. 回来,3473,COMEDY,1336. 论坛,3581,COMEDY
1337. 植树,4483,COMEDY,1337. 水面,3510,COMEDY
1338. 处理器,2096,COMEDY,1338. 污染,258,TRAGEDY
1339. 高中,2803,TRAGEDY,1339. 经理,768,COMEDY
1340. 尊敬,1443,TRAGEDY,1340. 自我,420,TRAGEDY
1341. 添加,368,COMEDY,1341. 公正,2801,COMEDY
1342. 滋润,3754,COMEDY,1342. 倾斜,3699,TRAGEDY
1343. 心血管,2789,TRAGEDY,1343. 住房,3208,COMEDY
1344. 器,686,TRAGEDY,1344. 月亮,2235,COMEDY
1345. 水平,351,TRAGEDY,1345. 扫,3889,COMEDY
1346. 求,1474,TRAGEDY,1346. 滋润,3754,COMEDY
1347. 患者,339,TRAGEDY,1347. 生理,2014,TRAGEDY
1348. 制定,221,TRAGEDY,1348. 入睡,3930,COMEDY
1349. 小李,3196,COMEDY,1349. 哈希,4752,COMEDY
1350. 文字,1101,COMEDY,1350. 意见,706,COMEDY
1351. 建,3343,COMEDY,1351. 动能,4684,COMEDY
1352. 保证,402,COMEDY,1352. 处理,73,COMEDY
1353. 具有,96,COMEDY,1353. 抵抗,4554,TRAGEDY
1354. 命运,1847,TRAGEDY,1354. 快递,4065,COMEDY
1355. 遗产,1792,TRAGEDY,1355. 季度,2138,COMEDY
1356. 视频,710,COMEDY,1356. 燃烧,1723,TRAGEDY
1357. 袋,4043,COMEDY,1357. 评估,353,COMEDY
1358. 高兴,2480,COMEDY,1358. 高达,4760,COMEDY
1359. 美国,498,COMEDY,1359. 实习,1642,COMEDY
1360. 草莓,1596,COMEDY,1360. 覆盖,1284,COMEDY
1361. 线性,4857,COMEDY,1361. 压力,274,TRAGEDY
1362. 撒上,2031,COMEDY,1362. 队员,3988,COMEDY
1363. 如,873,COMEDY,1363. 晚宴,4942,COMEDY
1364. 立场,3237,TRAGEDY,1364. 浪漫,2570,COMEDY
1365. 协议,1004,TRAGEDY,1365. 保暖,3704,COMEDY
1366. 卫生间,2829,COMEDY,1366. 舒适度,2509,COMEDY
1367. 预期,2320,TRAGEDY,1367. 作,1611,COMEDY
1368. 乘法,3056,COMEDY,1368. 下方,3867,COMEDY
1369. 探测器,4266,COMEDY,1369. 长期,1237,TRAGEDY
1370. 奥秘,3985,TRAGEDY,1370. 排骨,3212,COMEDY
1371. 钱,1214,COMEDY,1371. 自尊心,4668,TRAGEDY
1372. 耳机,2979,COMEDY,1372. 肤色,4307,COMEDY
1373. 怀疑,3260,TRAGEDY,1373. 伤害,1240,TRAGEDY
1374. 基于,1014,COMEDY,1374. 装,2228,COMEDY
1375. 配件,2926,COMEDY,1375. 民事,3336,TRAGEDY
1376. 心跳,4693,TRAGEDY,1376. 地下,4137,TRAGEDY
1377. 截止,4463,TRAGEDY,1377. 受,382,TRAGEDY
1378. 减缓,2438,TRAGEDY,1378. 线性,4857,COMEDY
1379. 简介,2706,COMEDY,1379. 管,2839,COMEDY
1380. 呈,2252,COMEDY,1380. 曲子,4650,COMEDY
1381. 热衷于,4689,COMEDY,1381. 分离,2482,TRAGEDY
1382. 达成,1556,COMEDY,1382. 流行,916,COMEDY
1383. 量化,4336,TRAGEDY,1383. 提倡,4457,COMEDY
1384. 生菜,3400,COMEDY,1384. 封,4420,TRAGEDY
1385. 持续,595,TRAGEDY,1385. 船,2881,COMEDY
1386. 脂,4789,TRAGEDY,1386. 信念,2326,TRAGEDY
1387. 防御,2779,TRAGEDY,1387. 函数,149,COMEDY
1388. 审视,3929,TRAGEDY,1388. 谈到,4628,COMEDY
1389. 来,224,COMEDY,1389. 盗窃,3875,TRAGEDY
1390. 花香,4229,COMEDY,1390. 葱花,3707,COMEDY
1391. 亲情,4081,COMEDY,1391. 黑暗,3209,TRAGEDY
1392. 论述,4660,TRAGEDY,1392. 脚本,1832,COMEDY
1393. 字数,3031,TRAGEDY,1393. 变换,3256,COMEDY
1394. 找出,1490,TRAGEDY,1394. 字母,716,COMEDY
1395. 谢谢,311,COMEDY,1395. 刹车,3585,TRAGEDY
1396. 忽略,2050,TRAGEDY,1396. 鲨鱼,3812,TRAGEDY
1397. 调味,1753,COMEDY,1397. 向往,4414,COMEDY
1398. 抽出,3143,TRAGEDY,1398. 火星,1688,COMEDY
1399. 砍伐,3890,TRAGEDY,1399. 模仿,2708,COMEDY
1400. 简称,4480,COMEDY,1400. 批判,4782,TRAGEDY
1401. 能力,74,COMEDY,1401. 结,4852,TRAGEDY
1402. 综合,3732,TRAGEDY,1402. 跳跃,2368,COMEDY
1403. 翅膀,2500,COMEDY,1403. 稳定,1320,COMEDY
1404. 坐,1375,COMEDY,1404. 备用,1467,COMEDY
1405. 分散,2300,TRAGEDY,1405. 书籍,893,COMEDY
1406. 率,1118,TRAGEDY,1406. 选项,667,COMEDY
1407. 气温,802,COMEDY,1407. 红烧肉,3029,COMEDY
1408. 毅力,3024,COMEDY,1408. 化学品,4518,TRAGEDY
1409. 建造,1697,COMEDY,1409. 小火,3841,COMEDY
1410. 颈部,4906,COMEDY,1410. 玛丽亚,3011,COMEDY
1411. 纪律,4737,TRAGEDY,1411. 你们,388,COMEDY
1412. 迷宫,3772,TRAGEDY,1412. 综合,3732,COMEDY
1413. 投资者,1270,COMEDY,1413. 字典,1841,COMEDY
1414. 免受,4315,COMEDY,1414. 炸,3600,TRAGEDY
1415. 荣耀,4948,COMEDY,1415. 概念,536,COMEDY
1416. 人民币,2817,COMEDY,1416. 外部,1404,COMEDY
1417. 智力,2267,COMEDY,1417. 人物,564,COMEDY
1418. 预约,4068,COMEDY,1418. 粥,4438,COMEDY
1419. 计划书,3441,COMEDY,1419. 品,3763,COMEDY
1420. 跑,2210,COMEDY,1420. 儿子,2623,COMEDY
1421. 来临,4840,TRAGEDY,1421. 饲养,2865,COMEDY
1422. 自信,1527,COMEDY,1422. 进攻,2662,TRAGEDY
1423. 侵犯,3072,TRAGEDY,1423. 贾,4327,COMEDY
1424. 尾气,4775,TRAGEDY,1424. 引,4233,COMEDY
1425. 网站,428,COMEDY,1425. 误差,2584,TRAGEDY
1426. 字体,1883,COMEDY,1426. 发起,4646,COMEDY
1427. 教训,3538,TRAGEDY,1427. 推进,1296,COMEDY
1428. 列表,335,COMEDY,1428. 烧烤,3178,COMEDY
1429. 漏洞,1954,TRAGEDY,1429. 珠宝,2957,COMEDY
1430. 模式,366,COMEDY,1430. 见解,2346,COMEDY
1431. 生命力,3747,COMEDY,1431. 冲突,1057,TRAGEDY
1432. 菠菜,4201,COMEDY,1432. 头部,2507,COMEDY
1433. 珍珠,3724,COMEDY,1433. 落叶,3123,TRAGEDY
1434. 喂养,1786,COMEDY,1434. 评定,2515,COMEDY
1435. 走出,3904,COMEDY,1435. 病变,4665,TRAGEDY
1436. 减肥,1705,COMEDY,1436. 配方,1907,COMEDY
1437. 道德,648,TRAGEDY,1437. 全国,2980,COMEDY
1438. 部分,253,COMEDY,1438. 得出,1104,COMEDY
1439. 信,2671,COMEDY,1439. 鸡翅,3348,COMEDY
1440. 应该,50,COMEDY,1440. 推荐,210,COMEDY
1441. 汤,2018,COMEDY,1441. 歌手,2763,COMEDY
1442. 履行,2488,TRAGEDY,1442. 周围,674,COMEDY
1443. 平台,302,COMEDY,1443. 死亡,1685,TRAGEDY
1444. 正方形,2137,COMEDY,1444. 洗,2627,COMEDY
1445. 巧克力,817,COMEDY,1445. 输出,245,COMEDY
1446. 着手,4606,TRAGEDY,1446. 晋升,3395,COMEDY
1447. 读者,643,COMEDY,1447. 物体,561,COMEDY
1448. 房地产,1763,TRAGEDY,1448. 谓语,3932,COMEDY
1449. 餐厅,422,COMEDY,1449. 计划,122,COMEDY
1450. 炸,3600,COMEDY,1450. 手册,2059,COMEDY
1451. 城市化,2327,TRAGEDY,1451. 起伏,4208,COMEDY
1452. 运动员,2313,COMEDY,1452. 输入,209,COMEDY
1453. 塑造,1826,COMEDY,1453. 编码,1446,COMEDY
1454. 国际,758,TRAGEDY,1454. 失,4170,TRAGEDY
1455. 侵权,4672,TRAGEDY,1455. 动量,4319,COMEDY
1456. 时光,1264,TRAGEDY,1456. 话语,4002,COMEDY
1457. 量,649,COMEDY,1457. 影响,40,COMEDY
1458. 抱,4826,COMEDY,1458. 请,28,COMEDY
1459. 发表,2088,TRAGEDY,1459. 湿度,1600,COMEDY
1460. 展望,3587,COMEDY,1460. 科目,4313,COMEDY
1461. 美容,2258,COMEDY,1461. 字段,1986,COMEDY
1462. 构建,897,COMEDY,1462. 满足,348,COMEDY
1463. 烤鸭,3613,COMEDY,1463. 京东,4610,COMEDY
1464. 声明,3005,TRAGEDY,1464. 目录,2027,COMEDY
1465. 感情,1159,TRAGEDY,1465. 极性,4713,COMEDY
1466. 剪,4879,COMEDY,1466. 食谱,1309,COMEDY
1467. 前面,2768,COMEDY,1467. 薪资,2802,COMEDY
1468. 万物,2355,TRAGEDY,1468. 废物,2293,TRAGEDY
1469. 名言,2347,COMEDY,1469. 平时,2535,COMEDY
1470. 一体,4356,COMEDY,1470. 发热,4633,TRAGEDY
1471. 成年人,4027,TRAGEDY,1471. 搭建,3185,COMEDY
1472. 推导,4642,TRAGEDY,1472. 光学,3744,COMEDY
1473. 下降,1117,TRAGEDY,1473. 博物馆,1304,TRAGEDY
1474. 地理,1619,TRAGEDY,1474. 带,678,COMEDY
1475. 后端,3695,TRAGEDY,1475. 产,3967,TRAGEDY
1476. 小鸟,2081,COMEDY,1476. 地铁,2471,COMEDY
1477. 兼容,3881,COMEDY,1477. 绿茶,3591,COMEDY
1478. 一生,2854,TRAGEDY,1478. 健身,600,COMEDY
1479. 遇到,489,COMEDY,1479. 生长,522,COMEDY
1480. 倾斜,3699,TRAGEDY,1480. 膝盖,3941,COMEDY
1481. 发育,2422,COMEDY,1481. 学生,192,COMEDY
1482. 这里,344,COMEDY,1482. 饰品,3387,COMEDY
1483. 体内,2372,TRAGEDY,1483. 描写,1701,TRAGEDY
1484. 成语,3956,COMEDY,1484. 派,4832,COMEDY
1485. 初学,3712,COMEDY,1485. 加工,1573,COMEDY
1486. 语文,3963,TRAGEDY,1486. 力量,441,COMEDY
1487. 光芒,2451,COMEDY,1487. 颜色,218,COMEDY
1488. 改革,2077,TRAGEDY,1488. 号,1565,TRAGEDY
1489. 意大利,754,COMEDY,1489. 治理,1802,TRAGEDY
1490. 书架,4496,COMEDY,1490. 心血管,2789,TRAGEDY
1491. 吸引,413,COMEDY,1491. 宝宝,808,COMEDY
1492. 现状,1901,TRAGEDY,1492. 售后,1790,TRAGEDY
1493. 费,4776,TRAGEDY,1493. 诊疗,4373,TRAGEDY
1494. 具,965,TRAGEDY,1494. 篡改,3554,TRAGEDY
1495. 销售,273,COMEDY,1495. 形成,306,COMEDY
1496. 口语,1489,COMEDY,1496. 尝,4519,COMEDY
1497. 来源于,4449,TRAGEDY,1497. 欢乐,3083,COMEDY
1498. 进行,12,COMEDY,1498. 类,497,COMEDY
1499. 农村,2249,TRAGEDY,1499. 咖啡馆,3050,COMEDY
1500. 猫咪,1233,COMEDY,1500. 物理学,1230,COMEDY
1501. 免疫,1597,TRAGEDY,1501. 声音,741,COMEDY
1502. 修饰,4897,COMEDY,1502. 母乳,2912,TRAGEDY
1503. 码,3216,TRAGEDY,1503. 水星,2853,TRAGEDY
1504. 出售,3364,COMEDY,1504. 材料,162,COMEDY
1505. 摄,1215,TRAGEDY,1505. 家长,1043,TRAGEDY
1506. 装,2228,COMEDY,1506. 互动,624,COMEDY
1507. 创建,321,COMEDY,1507. 简历,1700,TRAGEDY
1508. 探险家,4135,COMEDY,1508. 视觉,656,COMEDY
1509. 股市,3864,TRAGEDY,1509. 颜料,4450,COMEDY
1510. 说明,470,COMEDY,1510. 取,1420,COMEDY
1511. 碳水化合物,2004,COMEDY,1511. 配饰,3461,COMEDY
1512. 仪,4810,COMEDY,1512. 河流,1913,TRAGEDY
1513. 危机,2075,TRAGEDY,1513. 证据,782,TRAGEDY
1514. 交互,1076,COMEDY,1514. 评价,696,TRAGEDY
1515. 山,1971,TRAGEDY,1515. 感恩,3323,COMEDY
1516. 医疗,108,TRAGEDY,1516. 标点,3446,COMEDY
1517. 难点,4656,TRAGEDY,1517. 负,3105,TRAGEDY
1518. 独立,3499,COMEDY,1518. 煸炒,3172,COMEDY
1519. 举,2316,COMEDY,1519. 举例,4772,COMEDY
1520. 帽子,3647,COMEDY,1520. 野外,4139,TRAGEDY
1521. 望远镜,4052,COMEDY,1521. 来,224,COMEDY
1522. 旅游业,4398,COMEDY,1522. 流动,2030,COMEDY
1523. 派对,2587,COMEDY,1523. 机器人,365,COMEDY
1524. 沉浸,2677,TRAGEDY,1524. 回复,1975,COMEDY
1525. 毛发,2512,COMEDY,1525. 向量,1465,TRAGEDY
1526. 降,3590,TRAGEDY,1526. 海洋,547,TRAGEDY
1527. 声,1915,COMEDY,1527. 蛇,2972,TRAGEDY
1528. 分子,680,TRAGEDY,1528. 餐饮,1995,COMEDY
1529. 理性,3437,TRAGEDY,1529. 情绪,409,TRAGEDY
1530. 粥,4438,COMEDY,1530. 引入,1561,COMEDY
1531. 假设,679,COMEDY,1531. 像素,2588,COMEDY
1532. 组成,433,COMEDY,1532. 电力,2190,TRAGEDY
1533. 种,3052,COMEDY,1533. 发电,2846,TRAGEDY
1534. 体系,1007,COMEDY,1534. 酒精,2883,COMEDY
1535. 失踪,4965,TRAGEDY,1535. 理念,933,TRAGEDY
1536. 回报,2023,COMEDY,1536. 青椒,2616,COMEDY
1537. 局限性,3453,TRAGEDY,1537. 哲学家,3181,TRAGEDY
1538. 辐射,1746,TRAGEDY,1538. 知识点,3840,TRAGEDY
1539. 继承,3008,TRAGEDY,1539. 停,2621,TRAGEDY
1540. 家,482,COMEDY,1540. 姿态,3255,COMEDY
1541. 清,3896,COMEDY,1541. 读书,2035,TRAGEDY
1542. 思维,533,COMEDY,1542. 结合,494,COMEDY
1543. 债务,2674,TRAGEDY,1543. 多,4726,COMEDY
1544. 粒子,1590,COMEDY,1544. 烹饪,891,COMEDY
1545. 肯定,3272,COMEDY,1545. 炖,3957,COMEDY
1546. 发光,3517,COMEDY,1546. 灭绝,2640,TRAGEDY
1547. 东,4712,COMEDY,1547. 生菜,3400,COMEDY
1548. 民间,3550,COMEDY,1548. 容纳,3969,COMEDY
1549. 底部,2338,TRAGEDY,1549. 奉献,4218,TRAGEDY
1550. 成绩,1031,TRAGEDY,1550. 万物,2355,TRAGEDY
1551. 天空,990,COMEDY,1551. 修剪,2462,COMEDY
1552. 振动,3987,COMEDY,1552. 氢,3002,TRAGEDY
1553. 为准,4951,COMEDY,1553. 学位,3992,TRAGEDY
1554. 她们,3094,COMEDY,1554. 备受,1891,TRAGEDY
1555. 自尊心,4668,TRAGEDY,1555. 结交,3907,COMEDY
1556. 音响,3261,COMEDY,1556. 必需品,4781,COMEDY
1557. 代理,3289,COMEDY,1557. 美观,4228,COMEDY
1558. 财务,451,TRAGEDY,1558. 难度,1247,TRAGEDY
1559. 续航,3832,COMEDY,1559. 著作,4859,TRAGEDY
1560. 表现力,4014,COMEDY,1560. 书法,4040,COMEDY
1561. 缺乏,857,TRAGEDY,1561. 比特,4007,COMEDY
1562. 受损,4077,TRAGEDY,1562. 公司,30,TRAGEDY
1563. 金黄色,2337,COMEDY,1563. 进度,1696,COMEDY
1564. 优化,276,COMEDY,1564. 奶粉,4638,COMEDY
1565. 隐患,3722,TRAGEDY,1565. 洞穴,4640,TRAGEDY
1566. 光合,2324,COMEDY,1566. 饮用,2498,COMEDY
1567. 回归,1745,COMEDY,1567. 挑战,198,TRAGEDY
1568. 碗,2069,COMEDY,1568. 名单,4639,TRAGEDY
1569. 汽车,331,COMEDY,1569. 王明,3487,COMEDY
1570. 虫,4688,COMEDY,1570. 记,3764,TRAGEDY
1571. 起点,2778,COMEDY,1571. 没错,4746,COMEDY
1572. 个数,3698,COMEDY,1572. 抬起,4352,COMEDY
1573. 威胁,827,TRAGEDY,1573. 小球,2848,COMEDY
1574. 笔,2646,COMEDY,1574. 尾巴,3155,COMEDY
1575. 客服,1540,COMEDY,1575. 显示,617,COMEDY
1576. 科学家,830,COMEDY,1576. 定,2129,TRAGEDY
1577. 游泳,951,COMEDY,1577. 历史,188,TRAGEDY
1578. 德国,2125,COMEDY,1578. 作物,3925,COMEDY
1579. 终端,3496,TRAGEDY,1579. 葡萄,2855,COMEDY
1580. 奖励,1174,COMEDY,1580. 造成,398,TRAGEDY
1581. 燃烧,1723,TRAGEDY,1581. 里程,4920,COMEDY
1582. 对象,560,COMEDY,1582. 管道,2800,TRAGEDY
1583. 加速,1295,COMEDY,1583. 北,4004,COMEDY
1584. 穿越,2157,COMEDY,1584. 中年,3474,TRAGEDY
1585. 产业,940,TRAGEDY,1585. 作家,1849,COMEDY
1586. 正确性,3899,COMEDY,1586. 好运,4006,COMEDY
1587. 演奏,1885,COMEDY,1587. 线程,4369,TRAGEDY
1588. 博物馆,1304,COMEDY,1588. 调试,2344,TRAGEDY
1589. 芒果,3420,COMEDY,1589. 使得,372,COMEDY
