"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
.1",order-1,shuffle1-test0
1163. 资本主义,4453,TRAGEDY,1163. 脸,2786,COMEDY
1164. 他,34,COMEDY,1164. 特效,4864,COMEDY
1165. 策划,1994,COMEDY,1165. 运营,1206,COMEDY
1166. 内涵,1998,COMEDY,1166. 和平,2796,COMEDY
1167. 沙滩,1422,COMEDY,1167. 感恩,3323,COMEDY
1168. 排名,2008,COMEDY,1168. 低,3951,TRAGEDY
1169. 乘客,3099,COMEDY,1169. 选,1316,COMEDY
1170. 对象,560,COMEDY,1170. 争取,3419,TRAGEDY
1171. 养殖,4176,COMEDY,1171. 湿度,1600,TRAGEDY
1172. 号,1565,COMEDY,1172. 平板,3162,COMEDY
1173. 经过,1629,TRAGEDY,1173. 便于,3483,COMEDY
1174. 婴儿,1002,COMEDY,1174. 土星,2956,COMEDY
1175. 新鲜,4985,COMEDY,1175. 抽,2937,COMEDY
1176. 占比,3477,TRAGEDY,1176. 编程,314,COMEDY
1177. 纸张,2486,COMEDY,1177. 共享,1110,COMEDY
1178. 斐波,3677,COMEDY,1178. 方便,1274,COMEDY
1179. 蒸,3229,COMEDY,1179. 乙,2612,COMEDY
1180. 养,1926,COMEDY,1180. 围绕,2264,COMEDY
1181. 服务,82,COMEDY,1181. 集团,3277,COMEDY
1182. 缩短,3070,COMEDY,1182. 电池,998,COMEDY
1183. 电脑,727,COMEDY,1183. 启用,4709,COMEDY
1184. 立场,3237,TRAGEDY,1184. 食品,347,COMEDY
1185. 执行,389,COMEDY,1185. 空气,363,COMEDY
1186. 日期,588,COMEDY,1186. 起始,3995,COMEDY
1187. 印象,1560,COMEDY,1187. 药物,468,TRAGEDY
1188. 公交车,4303,COMEDY,1188. 竞技,3206,COMEDY
1189. 举措,4571,COMEDY,1189. 应,299,COMEDY
1190. 模块,1040,COMEDY,1190. 打破,2481,COMEDY
1191. 融合,1148,COMEDY,1191. 吹拂,4116,COMEDY
1192. 集团,3277,COMEDY,1192. 资源,154,COMEDY
1193. 唐朝,4860,TRAGEDY,1193. 班,3797,COMEDY
1194. 兼容,3881,COMEDY,1194. 保湿,3455,COMEDY
1195. 擅长,1129,COMEDY,1195. 强调,541,COMEDY
1196. 旨在,1620,COMEDY,1196. 高,2345,COMEDY
1197. 发热,4633,TRAGEDY,1197. 建设,591,COMEDY
1198. 信念,2326,TRAGEDY,1198. 认为,102,COMEDY
1199. 引发,1464,TRAGEDY,1199. 歌,1780,COMEDY
1200. 前沿,2749,COMEDY,1200. 调整,268,COMEDY
1201. 完成,134,COMEDY,1201. 轨迹,3349,TRAGEDY
1202. 诚信,4250,COMEDY,1202. 存款,2830,COMEDY
1203. 淀粉,2667,COMEDY,1203. 变成,1016,TRAGEDY
1204. 纹理,2750,COMEDY,1204. 出售,3364,COMEDY
1205. 清楚,3454,COMEDY,1205. 做出,375,COMEDY
1206. 学位,3992,COMEDY,1206. 步伐,3783,COMEDY
1207. 细节,474,COMEDY,1207. 正面,3440,COMEDY
1208. 素,3025,COMEDY,1208. 诈骗,3999,TRAGEDY
1209. 例子,620,COMEDY,1209. 存在,143,COMEDY
1210. 公式,641,COMEDY,1210. 美观,4228,COMEDY
1211. 奶茶,4934,COMEDY,1211. 打开,691,COMEDY
1212. 客厅,1796,COMEDY,1212. 架构,1669,COMEDY
1213. 海水,2317,COMEDY,1213. 高峰,4654,COMEDY
1214. 困境,2076,TRAGEDY,1214. 酸,2054,COMEDY
1215. 应,299,COMEDY,1215. 名字,543,COMEDY
1216. 基础,369,COMEDY,1216. 自然界,2238,COMEDY
1217. 创造性,2918,COMEDY,1217. 智商,3850,COMEDY
1218. 提出,411,COMEDY,1218. 青椒,2616,COMEDY
1219. 创业,989,COMEDY,1219. 命题,4323,COMEDY
1220. 烘焙,2744,COMEDY,1220. 营造,1400,COMEDY
1221. 高血压,2160,TRAGEDY,1221. 能,21,COMEDY
1222. 米,3928,COMEDY,1222. 成立,1742,COMEDY
1223. 公益,2016,COMEDY,1223. 创办,4768,COMEDY
1224. 推销,3047,COMEDY,1224. 章节,2729,COMEDY
1225. 等,1293,COMEDY,1225. 卡路里,3240,COMEDY
1226. 剂,1963,COMEDY,1226. 羽毛,3481,COMEDY
1227. 平板,3162,COMEDY,1227. 冒险,1139,COMEDY
1228. 供应,1462,COMEDY,1228. 力度,1681,COMEDY
1229. 叶子,1855,COMEDY,1229. 优化,276,COMEDY
1230. 晚餐,1835,COMEDY,1230. 梦境,3293,COMEDY
1231. 米饭,2104,COMEDY,1231. 融化,2116,COMEDY
1232. 焯水,4929,COMEDY,1232. 谈到,4628,COMEDY
1233. 定位,962,COMEDY,1233. 客人,1514,COMEDY
1234. 公务员,4279,COMEDY,1234. 沉迷,3878,TRAGEDY
1235. 愿景,3402,COMEDY,1235. 花香,4229,COMEDY
1236. 夫妇,4807,COMEDY,1236. 缺少,2608,TRAGEDY
1237. 开拓,3298,COMEDY,1237. 故事,176,COMEDY
1238. 海王星,3286,COMEDY,1238. 诚信,4250,COMEDY
1239. 鸡蛋,729,COMEDY,1239. 差,1355,TRAGEDY
1240. 考察,4331,COMEDY,1240. 持续,595,COMEDY
1241. 领先,3322,COMEDY,1241. 草原,2367,COMEDY
1242. 倡导,2754,COMEDY,1242. 单位,850,COMEDY
1243. 联系,378,COMEDY,1243. 人群,1257,COMEDY
1244. 言论,4820,COMEDY,1244. 窗户,1922,COMEDY
1245. 眼前,3872,COMEDY,1245. 万物,2355,COMEDY
1246. 袋,4043,COMEDY,1246. 加速度,2307,COMEDY
1247. 天堂,4829,COMEDY,1247. 指向,3194,COMEDY
1248. 数量,322,COMEDY,1248. 黄色,3095,COMEDY
1249. 蹲,4848,COMEDY,1249. 游戏,88,COMEDY
1250. 老板,1253,COMEDY,1250. 样式,1989,COMEDY
1251. 市场,72,COMEDY,1251. 症,3669,TRAGEDY
1252. 志愿,3430,COMEDY,1252. 充电,1820,COMEDY
1253. 故障,1361,TRAGEDY,1253. 结算,4198,COMEDY
1254. 落实,3424,COMEDY,1254. 见,1485,COMEDY
1255. 利息,2593,COMEDY,1255. 策划,1994,COMEDY
1256. 流,1809,COMEDY,1256. 相比,1450,COMEDY
1257. 存在,143,COMEDY,1257. 索引,2130,COMEDY
1258. 护肤,3407,COMEDY,1258. 指,234,COMEDY
1259. 酸,2054,COMEDY,1259. 独立性,4616,COMEDY
1260. 锁,3854,COMEDY,1260. 失去,1065,TRAGEDY
1261. 晶体,4731,TRAGEDY,1261. 服务器,1081,TRAGEDY
1262. 生姜,4151,COMEDY,1262. 歌手,2763,COMEDY
1263. 心中,1935,TRAGEDY,1263. 地面,1145,TRAGEDY
1264. 平底锅,3895,COMEDY,1264. 滥用,3516,TRAGEDY
1265. 电动车,4771,COMEDY,1265. 本质,1440,TRAGEDY
1266. 华为,2725,COMEDY,1266. 树叶,2401,COMEDY
1267. 落,2369,TRAGEDY,1267. 沉浸,2677,TRAGEDY
1268. 成功率,4516,COMEDY,1268. 绿化,3263,COMEDY
1269. 画家,3193,COMEDY,1269. 神话,2437,COMEDY
1270. 引力场,4865,TRAGEDY,1270. 保留,1614,TRAGEDY
1271. 大陆,2909,TRAGEDY,1271. 赋予,3119,TRAGEDY
1272. 登记,4490,COMEDY,1272. 因素,194,TRAGEDY
1273. 低,3951,TRAGEDY,1273. 蚂蚁,2873,COMEDY
1274. 美丽,1865,COMEDY,1274. 股市,3864,TRAGEDY
1275. 聚焦,4337,COMEDY,1275. 糯米,4276,COMEDY
1276. 陶瓷,3810,COMEDY,1276. 苹果,1026,COMEDY
1277. 营养,530,COMEDY,1277. 天文学,2769,TRAGEDY
1278. 盗窃,3875,TRAGEDY,1278. 仿真,4884,COMEDY
1279. 间隔,4191,TRAGEDY,1279. 调,2891,COMEDY
1280. 前面,2768,COMEDY,1280. 歌词,1604,COMEDY
1281. 醒来,4947,TRAGEDY,1281. 老虎,3403,TRAGEDY
1282. 质,1894,TRAGEDY,1282. 摆,4599,COMEDY
1283. 盐,472,COMEDY,1283. 派对,2587,COMEDY
1284. 相比,1450,COMEDY,1284. 回应,2716,TRAGEDY
1285. 皮革,4667,COMEDY,1285. 有效性,2715,TRAGEDY
1286. 番茄酱,2057,COMEDY,1286. 画作,3644,COMEDY
1287. 交织,4570,TRAGEDY,1287. 水源,2433,TRAGEDY
1288. 景色,1739,COMEDY,1288. 污染物,2216,TRAGEDY
1289. 形容,3019,COMEDY,1289. 节目,1627,COMEDY
1290. 可视化,3413,COMEDY,1290. 绿色,1834,COMEDY
1291. 智慧,861,COMEDY,1291. 基于,1014,COMEDY
1292. 差别,4959,TRAGEDY,1292. 计数,4361,COMEDY
1293. 害怕,2123,TRAGEDY,1293. 珊瑚礁,4302,COMEDY
1294. 密封,3958,COMEDY,1294. 头,1632,COMEDY
1295. 男孩,1709,COMEDY,1295. 平均值,1481,COMEDY
1296. 经典,2359,COMEDY,1296. 疑虑,4583,TRAGEDY
1297. 请问,261,COMEDY,1297. 区块,875,COMEDY
1298. 法院,1548,TRAGEDY,1298. 聚集,3252,COMEDY
1299. 财产,1436,TRAGEDY,1299. 直径,2009,COMEDY
1300. 识别,286,COMEDY,1300. 分子,680,COMEDY
1301. 土壤,785,TRAGEDY,1301. 钢琴,2251,COMEDY
1302. 同义词,2506,COMEDY,1302. 风格,225,COMEDY
1303. 序,1984,COMEDY,1303. 全身,4148,COMEDY
1304. 读,1311,COMEDY,1304. 零食,3231,COMEDY
1305. 解,1369,COMEDY,1305. 欢迎,447,COMEDY
1306. 是否,1034,COMEDY,1306. 客户端,2925,COMEDY
1307. 花朵,1777,COMEDY,1307. 出行,1097,COMEDY
1308. 贾,4327,TRAGEDY,1308. 川菜,4685,COMEDY
1309. 图形,1733,COMEDY,1309. 冲击,3666,TRAGEDY
1310. 为什么,3953,COMEDY,1310. 要素,1970,COMEDY
1311. 山,1971,TRAGEDY,1311. 减,1667,TRAGEDY
1312. 下雨,2995,COMEDY,1312. 倒,3148,TRAGEDY
1313. 加重,4184,TRAGEDY,1313. 陆地,3213,COMEDY
1314. 诈骗,3999,TRAGEDY,1314. 带入,4624,COMEDY
1315. 说明书,2292,COMEDY,1315. 业,2660,COMEDY
1316. 强化,1536,COMEDY,1316. 玛丽,1013,COMEDY
1317. 菜品,960,COMEDY,1317. 闻,4957,COMEDY
1318. 情况,69,TRAGEDY,1318. 沙子,4553,COMEDY
1319. 时刻,1582,TRAGEDY,1319. 承载,4625,COMEDY
1320. 隐藏,2272,TRAGEDY,1320. 瘦肉,4973,COMEDY
1321. 专利,3361,COMEDY,1321. 制造,732,COMEDY
1322. 草药,4141,TRAGEDY,1322. 风险,201,TRAGEDY
1323. 扭曲,4584,TRAGEDY,1323. 内心,852,TRAGEDY
1324. 训练,230,COMEDY,1324. 平衡,464,COMEDY
1325. 客房,3579,COMEDY,1325. 气象,3115,COMEDY
1326. 组装,3458,COMEDY,1326. 优点,611,COMEDY
1327. 探索,267,COMEDY,1327. 温馨,4579,COMEDY
1328. 增进,3485,COMEDY,1328. 提起,4899,TRAGEDY
1329. 对不起,4758,TRAGEDY,1329. 改变,301,COMEDY
1330. 加剧,2126,TRAGEDY,1330. 计算机,270,COMEDY
1331. 进程,1298,COMEDY,1331. 胜利,1644,COMEDY
1332. 有助于,358,COMEDY,1332. 段,2152,COMEDY
1333. 抬起,4352,COMEDY,1333. 省,4555,COMEDY
1334. 照射,3163,COMEDY,1334. 机械,1640,COMEDY
1335. 州,3529,COMEDY,1335. 泄露,1910,TRAGEDY
1336. 主人公,1651,COMEDY,1336. 电话,1127,COMEDY
1337. 法语,2168,COMEDY,1337. 光泽,4494,COMEDY
1338. 品牌,160,COMEDY,1338. 官方,2108,COMEDY
1339. 绿茶,3591,COMEDY,1339. 占,1793,TRAGEDY
1340. 课程,579,COMEDY,1340. 引发,1464,TRAGEDY
1341. 自信,1527,COMEDY,1341. 办法,2029,COMEDY
1342. 照顾,1441,COMEDY,1342. 嘴巴,4741,COMEDY
1343. 欺骗,4008,TRAGEDY,1343. 骨,4907,TRAGEDY
1344. 控制器,2859,COMEDY,1344. 监督,1282,COMEDY
1345. 拍照,3386,COMEDY,1345. 举措,4571,COMEDY
1346. 话题,637,COMEDY,1346. 文件夹,3475,COMEDY
1347. 物业,2610,COMEDY,1347. 清水,2594,COMEDY
1348. 反应,298,COMEDY,1348. 页,4316,COMEDY
1349. 姿态,3255,COMEDY,1349. 版本,1052,COMEDY
1350. 批评,2232,TRAGEDY,1350. 一,1197,COMEDY
1351. 生理,2014,TRAGEDY,1351. 血糖,3320,TRAGEDY
1352. 接种,2056,TRAGEDY,1352. 玩法,2931,COMEDY
1353. 薪酬,3785,COMEDY,1353. 实力,1964,TRAGEDY
1354. 分解,1674,TRAGEDY,1354. 省份,3894,COMEDY
1355. 取代,1784,TRAGEDY,1355. 扶持,4405,COMEDY
1356. 电能,4071,COMEDY,1356. 燃料,1421,COMEDY
1357. 鸡,1856,COMEDY,1357. 带给,2048,COMEDY
1358. 均匀,2849,COMEDY,1358. 史,3494,TRAGEDY
1359. 火焰,3489,TRAGEDY,1359. 控制,148,TRAGEDY
1360. 身材,3033,COMEDY,1360. 埃及,3379,COMEDY
1361. 幽默,4389,COMEDY,1361. 邮件,736,COMEDY
1362. 工人,2521,COMEDY,1362. 谢,3285,COMEDY
1363. 画出,4856,COMEDY,1363. 砍伐,3890,TRAGEDY
1364. 等级,2237,COMEDY,1364. 润色,4861,COMEDY
1365. 爱,516,COMEDY,1365. 图片,1567,COMEDY
1366. 开展,1070,COMEDY,1366. 生物体,4305,TRAGEDY
1367. 基因,779,TRAGEDY,1367. 白色,2589,COMEDY
1368. 打败,4032,TRAGEDY,1368. 图像,534,COMEDY
1369. 蛋,2248,COMEDY,1369. 实验,416,TRAGEDY
1370. 财富,1621,COMEDY,1370. 妈妈,1771,COMEDY
1371. 希腊,2342,COMEDY,1371. 环节,1385,COMEDY
1372. 飞舞,4572,COMEDY,1372. 飞,2381,COMEDY
1373. 名称,329,COMEDY,1373. 陷阱,4110,TRAGEDY
1374. 音符,4085,COMEDY,1374. 他,34,COMEDY
1375. 中年,3474,TRAGEDY,1375. 天地,4010,TRAGEDY
1376. 伙伴,1487,COMEDY,1376. 生产线,4168,COMEDY
1377. 医药,4103,TRAGEDY,1377. 备受,1891,COMEDY
1378. 关联,1861,COMEDY,1378. 奶,3640,COMEDY
1379. 沙拉,1702,COMEDY,1379. 日出,4070,COMEDY
1380. 碎片,4386,TRAGEDY,1380. 问问,4541,COMEDY
1381. 财务,451,TRAGEDY,1381. 专注,1224,TRAGEDY
1382. 玛丽亚,3011,COMEDY,1382. 旋律,1738,COMEDY
1383. 体积,1364,COMEDY,1383. 兔子,1547,COMEDY
1384. 邮件,736,COMEDY,1384. 智能,15,COMEDY
1385. 至,909,COMEDY,1385. 债务,2674,TRAGEDY
1386. 化妆品,1862,COMEDY,1386. 网页,2522,COMEDY
1387. 命令,988,TRAGEDY,1387. 传统,1249,TRAGEDY
1388. 浓度,1950,TRAGEDY,1388. 失落,4648,TRAGEDY
1389. 教室,4673,COMEDY,1389. 菜品,960,COMEDY
1390. 引领,2815,COMEDY,1390. 竞争力,1091,COMEDY
1391. 签署,3719,TRAGEDY,1391. 空格,2384,COMEDY
1392. 任务,139,TRAGEDY,1392. 入口,4562,COMEDY
1393. 海底,3612,TRAGEDY,1393. 变更,3679,TRAGEDY
1394. 故事,176,COMEDY,1394. 可靠性,1285,TRAGEDY
1395. 骑,2070,COMEDY,1395. 特长,4911,COMEDY
1396. 舞蹈,862,COMEDY,1396. 微生物,3307,TRAGEDY
1397. 赤道,4874,COMEDY,1397. 地铁,2471,TRAGEDY
1398. 争吵,4734,TRAGEDY,1398. 吸烟,3235,TRAGEDY
1399. 热身,4508,COMEDY,1399. 人类,63,TRAGEDY
1400. 质疑,4597,TRAGEDY,1400. 配饰,3461,COMEDY
1401. 煮沸,3183,COMEDY,1401. 给定,513,TRAGEDY
1402. 走过,3258,COMEDY,1402. 塑料袋,2047,COMEDY
1403. 吞噬,3803,TRAGEDY,1403. 小事,3211,COMEDY
1404. 隐私,576,TRAGEDY,1404. 社会,71,TRAGEDY
1405. 美景,1507,COMEDY,1405. 代入,3351,TRAGEDY
1406. 必要,2362,TRAGEDY,1406. 监测,836,TRAGEDY
1407. 调味品,4329,COMEDY,1407. 意大利,754,COMEDY
1408. 纤维素,3655,TRAGEDY,1408. 气味,3248,COMEDY
1409. 山峰,1991,TRAGEDY,1409. 删除,1280,TRAGEDY
1410. 鸣,4939,COMEDY,1410. 因子,3504,TRAGEDY
1411. 结合,494,COMEDY,1411. 咨询师,3790,TRAGEDY
1412. 鱼肉,4699,TRAGEDY,1412. 玩家,463,COMEDY
1413. 认知,872,COMEDY,1413. 笔记本,2687,COMEDY
1414. 树木,1903,TRAGEDY,1414. 木质,3949,COMEDY
1415. 保护区,4277,COMEDY,1415. 保护区,4277,COMEDY
1416. 游玩,4217,COMEDY,1416. 外套,3201,COMEDY
1417. 道,2085,COMEDY,1417. 引人入胜,3384,COMEDY
1418. 俱乐部,3757,COMEDY,1418. 浏览器,2683,COMEDY
1419. 数列,1756,COMEDY,1419. 数字化,1245,COMEDY
1420. 开源,3633,COMEDY,1420. 聊,1389,COMEDY
1421. 协调,1098,COMEDY,1421. 塑料,766,COMEDY
1422. 主体,2762,COMEDY,1422. 火星,1688,COMEDY
1423. 零售,4042,COMEDY,1423. 包装,1589,COMEDY
1424. 诊断,405,TRAGEDY,1424. 热带,2454,COMEDY
1425. 选定,4923,COMEDY,1425. 来到,1283,COMEDY
1426. 浏览,2712,COMEDY,1426. 隐私,576,TRAGEDY
1427. 点,418,COMEDY,1427. 注册,1655,COMEDY
1428. 区别,1315,COMEDY,1428. 端,1801,COMEDY
1429. 蚂蚁,2873,COMEDY,1429. 优先级,2788,COMEDY
1430. 争议,1791,TRAGEDY,1430. 路程,4425,COMEDY
1431. 左右,4069,COMEDY,1431. 烧,3684,COMEDY
1432. 期望,1275,COMEDY,1432. 炎症,4237,TRAGEDY
1433. 工具,212,COMEDY,1433. 顺序,1135,COMEDY
1434. 土豆,2294,COMEDY,1434. 场地,1539,COMEDY
1435. 云计算,1544,COMEDY,1435. 进,2308,COMEDY
1436. 咖啡机,3761,COMEDY,1436. 医学,504,TRAGEDY
1437. 服务器,1081,COMEDY,1437. 单元,2395,COMEDY
1438. 风景,1428,COMEDY,1438. 鲸鱼,3069,COMEDY
1439. 变化,120,COMEDY,1439. 排版,4491,COMEDY
1440. 手表,1699,COMEDY,1440. 承诺,2473,COMEDY
1441. 手臂,2315,COMEDY,1441. 智慧,861,COMEDY
1442. 产业,940,TRAGEDY,1442. 哪些,2204,TRAGEDY
1443. 蘑菇,1828,COMEDY,1443. 满意度,1374,COMEDY
1444. 风格,225,COMEDY,1444. 预测,340,TRAGEDY
1445. 占,1793,TRAGEDY,1445. 唐代,3432,TRAGEDY
1446. 分隔,3853,COMEDY,1446. 男人,2985,COMEDY
1447. 烧,3684,COMEDY,1447. 疑问,2124,TRAGEDY
1448. 模板,2115,COMEDY,1448. 收获,2144,COMEDY
1449. 回顾,3823,TRAGEDY,1449. 参与,380,COMEDY
1450. 呼吁,3262,TRAGEDY,1450. 夏日,2962,COMEDY
1451. 线路,2868,COMEDY,1451. 管道,2800,COMEDY
1452. 深化,4835,TRAGEDY,1452. 跳跃,2368,COMEDY
1453. 聊天,971,COMEDY,1453. 理由,2494,COMEDY
1454. 负,3105,TRAGEDY,1454. 调控,4299,TRAGEDY
1455. 相乘,4459,COMEDY,1455. 王明,3487,TRAGEDY
1456. 压,2537,TRAGEDY,1456. 暴力,2230,TRAGEDY
1457. 教学,675,COMEDY,1457. 证据,782,TRAGEDY
1458. 散步,1497,COMEDY,1458. 自动化,1074,COMEDY
1459. 初始化,3199,COMEDY,1459. 举办,2072,COMEDY
1460. 数字,217,COMEDY,1460. 唱,3678,COMEDY
1461. 额,4844,COMEDY,1461. 拍,3377,COMEDY
1462. 肥胖,4091,COMEDY,1462. 降解,3611,TRAGEDY
1463. 话语,4002,COMEDY,1463. 散射,2929,TRAGEDY
1464. 芯片,2516,COMEDY,1464. 食物,281,COMEDY
1465. 结尾,2961,TRAGEDY,1465. 教育,144,COMEDY
1466. 系,2767,COMEDY,1466. 领域,52,COMEDY
1467. 舒缓,3852,COMEDY,1467. 确定,216,COMEDY
1468. 平面,2771,COMEDY,1468. 本科,4833,COMEDY
1469. 艺术家,1363,COMEDY,1469. 带来,130,COMEDY
1470. 插件,3824,COMEDY,1470. 再生,1203,COMEDY
1471. 值,205,TRAGEDY,1471. 物理,797,TRAGEDY
1472. 份额,1779,COMEDY,1472. 够,4365,COMEDY
1473. 治愈,3700,COMEDY,1473. 父母,866,TRAGEDY
1474. 钱,1214,COMEDY,1474. 乙方,2139,COMEDY
1475. 博士,4143,TRAGEDY,1475. 捕获,4422,COMEDY
1476. 组成,433,COMEDY,1476. 许可,4507,COMEDY
1477. 单品,4898,COMEDY,1477. 切,1360,COMEDY
1478. 连接,506,COMEDY,1478. 言论,4820,TRAGEDY
1479. 引用,1730,COMEDY,1479. 成果,997,COMEDY
1480. 穿戴,4196,COMEDY,1480. 勇气,1314,TRAGEDY
1481. 生态,265,COMEDY,1481. 起到,1900,COMEDY
1482. 模型,155,COMEDY,1482. 机会,272,COMEDY
1483. 雇主,4682,COMEDY,1483. 喝水,3920,COMEDY
1484. 双方,800,COMEDY,1484. 营销,324,COMEDY
1485. 体重,1195,COMEDY,1485. 扮演,1090,COMEDY
1486. 富有,1528,COMEDY,1486. 引力场,4865,TRAGEDY
1487. 端,1801,COMEDY,1487. 完美,4971,COMEDY
1488. 废气,3780,TRAGEDY,1488. 惊喜,2703,COMEDY
1489. 短文,1965,COMEDY,1489. 事实,1192,TRAGEDY
1490. 结局,3362,TRAGEDY,1490. 绩效,1958,COMEDY
1491. 丢失,3358,TRAGEDY,1491. 懂得,3621,COMEDY
1492. 才华,2453,COMEDY,1492. 外形,4156,COMEDY
1493. 冰,2156,COMEDY,1493. 切片,2770,COMEDY
1494. 形式,376,COMEDY,1494. 地区,410,TRAGEDY
1495. 预防,762,COMEDY,1495. 星期,4160,COMEDY
1496. 地区,410,COMEDY,1496. 警惕,3391,TRAGEDY
1497. 天赋,3234,COMEDY,1497. 盗,4991,TRAGEDY
1498. 悬挂,3450,COMEDY,1498. 小偷,4774,TRAGEDY
1499. 和平,2796,COMEDY,1499. 意图,3250,TRAGEDY
1500. 天文,3901,COMEDY,1500. 观,4019,COMEDY
1501. 得知,4806,TRAGEDY,1501. 东京,2738,COMEDY
1502. 日历,3884,COMEDY,1502. 论,4133,TRAGEDY
1503. 电气,3906,COMEDY,1503. 异常,2341,TRAGEDY
1504. 糖尿病,2182,TRAGEDY,1504. 财政,3656,TRAGEDY
1505. 如何,1543,COMEDY,1505. 厂商,4940,COMEDY
1506. 补充,1805,COMEDY,1506. 用于,182,COMEDY
1507. 胜地,3729,COMEDY,1507. 水分,984,COMEDY
1508. 疑虑,4583,TRAGEDY,1508. 干扰,1610,COMEDY
1509. 采样,4974,COMEDY,1509. 功率,2875,COMEDY
1510. 地域,3976,COMEDY,1510. 维护,444,COMEDY
1511. 降,3590,TRAGEDY,1511. 谷物,3926,COMEDY
1512. 探险,1493,COMEDY,1512. 飓风,4324,TRAGEDY
1513. 气体,670,COMEDY,1513. 凝聚力,4127,COMEDY
1514. 音,2592,COMEDY,1514. 别人,1063,COMEDY
1515. 空间,283,COMEDY,1515. 细菌,2007,TRAGEDY
1516. 医学,504,COMEDY,1516. 心率,3225,TRAGEDY
1517. 施肥,2514,COMEDY,1517. 西班牙语,3409,COMEDY
1518. 牛仔裤,3902,COMEDY,1518. 水晶,3942,COMEDY
1519. 少于,2869,TRAGEDY,1519. 依赖,1011,TRAGEDY
1520. 系统,56,COMEDY,1520. 家长,1043,COMEDY
1521. 插座,4271,COMEDY,1521. 美学,3121,COMEDY
1522. 牺牲,4396,TRAGEDY,1522. 示,1911,COMEDY
1523. 缩写,4935,COMEDY,1523. 幻想,4528,COMEDY
1524. 意大利,754,COMEDY,1524. 生理,2014,TRAGEDY
1525. 情报,4530,COMEDY,1525. 创意,445,COMEDY
1526. 寺庙,3945,COMEDY,1526. 脚本,1832,COMEDY
1527. 结构,232,COMEDY,1527. 云,1165,COMEDY
1528. 电压,2826,COMEDY,1528. 米,3928,COMEDY
1529. 门,1322,COMEDY,1529. 父亲,1979,COMEDY
1530. 结算,4198,COMEDY,1530. 液体,2045,COMEDY
1531. 调解,3787,TRAGEDY,1531. 乘坐,2501,COMEDY
1532. 秋,4082,COMEDY,1532. 煮,888,COMEDY
1533. 人性,1531,TRAGEDY,1533. 处于,1347,TRAGEDY
1534. 加密,1205,COMEDY,1534. 方面,46,COMEDY
1535. 年度,2479,COMEDY,1535. 层次,1501,TRAGEDY
1536. 木板,4063,COMEDY,1536. 弥漫,4048,TRAGEDY
1537. 走向,2280,TRAGEDY,1537. 公转,3136,COMEDY
1538. 处理器,2096,COMEDY,1538. 取得,598,COMEDY
1539. 术语,2439,COMEDY,1539. 窗,2867,COMEDY
1540. 生抽,3111,COMEDY,1540. 生物,327,COMEDY
1541. 考虑,78,TRAGEDY,1541. 烤制,2513,COMEDY
1542. 报告,456,COMEDY,1542. 秩序,3116,TRAGEDY
1543. 反映,1128,TRAGEDY,1543. 世界,121,TRAGEDY
1544. 增强,325,COMEDY,1544. 合成,2399,COMEDY
1545. 桌面,3794,COMEDY,1545. 整体,1103,TRAGEDY
1546. 奇数,2663,COMEDY,1546. 警告,4199,TRAGEDY
1547. 烦恼,3247,TRAGEDY,1547. 搜索,621,COMEDY
1548. 音乐家,2463,COMEDY,1548. 取,1420,COMEDY
1549. 姿势,1212,COMEDY,1549. 环,2874,TRAGEDY
1550. 喷发,3877,COMEDY,1550. 头部,2507,TRAGEDY
1551. 贷款,1342,TRAGEDY,1551. 如此,2694,COMEDY
1552. 缓解,642,TRAGEDY,1552. 俱乐部,3757,COMEDY
1553. 轴,2455,COMEDY,1553. 分为,837,COMEDY
1554. 家人,855,COMEDY,1554. 明,4643,COMEDY
1555. 制造业,2303,TRAGEDY,1555. 人士,1156,COMEDY
1556. 适用,744,COMEDY,1556. 前来,3007,COMEDY
1557. 中心,550,TRAGEDY,1557. 乐队,3373,COMEDY
1558. 暖,1488,COMEDY,1558. 连接,506,COMEDY
1559. 疑问,2124,TRAGEDY,1559. 钥匙,4359,COMEDY
1560. 斗争,3694,TRAGEDY,1560. 大气层,1645,TRAGEDY
1561. 决心,2886,TRAGEDY,1561. 秋天,2967,TRAGEDY
1562. 面糊,4212,COMEDY,1562. 尝,4519,COMEDY
1563. 北极,3251,TRAGEDY,1563. 教授,1603,COMEDY
1564. 光学,3744,COMEDY,1564. 听众,2602,COMEDY
1565. 修理,3686,COMEDY,1565. 顶点,4372,TRAGEDY
1566. 飞机,1665,COMEDY,1566. 灭绝,2640,TRAGEDY
1567. 食,2434,COMEDY,1567. 担忧,2375,TRAGEDY
1568. 马克,3863,COMEDY,1568. 电阻,4587,COMEDY
1569. 中药,3053,TRAGEDY,1569. 明确,993,COMEDY
1570. 抑郁,2978,TRAGEDY,1570. 选出,3650,COMEDY
