"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
.1",order-1,shuffle1-test0
1293. 化石,1969,TRAGEDY,1293. 日出,4070,COMEDY
1294. 风情,4641,COMEDY,1294. 摩擦力,4418,TRAGEDY
1295. 们,318,COMEDY,1295. 读,1311,COMEDY
1296. 宝石,2885,COMEDY,1296. 供应商,2003,COMEDY
1297. 沙滩,1422,COMEDY,1297. 对,4221,COMEDY
1298. 限度,3768,TRAGEDY,1298. 预定,4346,COMEDY
1299. 现代人,4390,COMEDY,1299. 游戏,88,COMEDY
1300. 插入,1672,COMEDY,1300. 高度,860,TRAGEDY
1301. 竞技,3206,COMEDY,1301. 场,2795,COMEDY
1302. 可视化,3413,COMEDY,1302. 综合,3732,TRAGEDY
1303. 环,2874,COMEDY,1303. 流水,4487,COMEDY
1304. 听力,2711,TRAGEDY,1304. 和平,2796,COMEDY
1305. 旨,2224,COMEDY,1305. 笔记本,2687,COMEDY
1306. 李,553,COMEDY,1306. 持续性,4588,TRAGEDY
1307. 体温,3524,COMEDY,1307. 如此,2694,COMEDY
1308. 食,2434,COMEDY,1308. 茶匙,2356,COMEDY
1309. 独立性,4616,COMEDY,1309. 权力,2174,TRAGEDY
1310. 字,460,COMEDY,1310. 事务,2894,TRAGEDY
1311. 外星人,4044,COMEDY,1311. 工人,2521,COMEDY
1312. 星星,2518,COMEDY,1312. 所得,4697,COMEDY
1313. 他人,548,TRAGEDY,1313. 乙,2612,COMEDY
1314. 创建,321,COMEDY,1314. 上传,4119,COMEDY
1315. 概述,2278,COMEDY,1315. 下雨,2995,TRAGEDY
1316. 时,2461,COMEDY,1316. 景观,1520,COMEDY
1317. 菠菜,4201,COMEDY,1317. 星球,1116,COMEDY
1318. 礼貌,4301,COMEDY,1318. 扫,3889,COMEDY
1319. 约定,2642,COMEDY,1319. 语,2020,COMEDY
1320. 和,1319,COMEDY,1320. 烤盘,1755,COMEDY
1321. 引人注目,4489,COMEDY,1321. 把握,2449,COMEDY
1322. 盈利,1966,COMEDY,1322. 道理,2636,TRAGEDY
1323. 电路,2131,TRAGEDY,1323. 生长,522,COMEDY
1324. 节日,1324,COMEDY,1324. 进程,1298,COMEDY
1325. 家庭,137,COMEDY,1325. 超市,2042,COMEDY
1326. 质感,2987,TRAGEDY,1326. 扩大,973,COMEDY
1327. 街道,2958,COMEDY,1327. 请求,1124,TRAGEDY
1328. 区块链,2503,TRAGEDY,1328. 改革,2077,COMEDY
1329. 数,269,TRAGEDY,1329. 会计,3093,COMEDY
1330. 提供,19,COMEDY,1330. 亲情,4081,COMEDY
1331. 手册,2059,TRAGEDY,1331. 证据,782,TRAGEDY
1332. 黄山,4529,COMEDY,1332. 责任,437,TRAGEDY
1333. 留,2549,TRAGEDY,1333. 铜,3676,COMEDY
1334. 上升,947,COMEDY,1334. 打造,1183,COMEDY
1335. 口语,1489,COMEDY,1335. 单价,4837,COMEDY
1336. 颜料,4450,COMEDY,1336. 睡眠,563,COMEDY
1337. 提及,4700,COMEDY,1337. 温暖,1657,COMEDY
1338. 改写,3936,COMEDY,1338. 岛,3071,COMEDY
1339. 职场,968,TRAGEDY,1339. 加重,4184,TRAGEDY
1340. 区域,538,TRAGEDY,1340. 招募,4351,COMEDY
1341. 化学,446,TRAGEDY,1341. 度量,4797,COMEDY
1342. 通,4769,COMEDY,1342. 问,613,COMEDY
1343. 人脸,4214,COMEDY,1343. 待,1948,COMEDY
1344. 拍,3377,COMEDY,1344. 农民,2631,COMEDY
1345. 密度,1176,TRAGEDY,1345. 情节,657,COMEDY
1346. 飞翔,3833,COMEDY,1346. 调味品,4329,COMEDY
1347. 切成,932,TRAGEDY,1347. 矛盾,1340,TRAGEDY
1348. 烤箱,983,COMEDY,1348. 文案,3198,COMEDY
1349. 销售额,910,COMEDY,1349. 来临,4840,COMEDY
1350. 用品,1337,COMEDY,1350. 太空,877,COMEDY
1351. 奇迹,4917,COMEDY,1351. 电气,3906,COMEDY
1352. 东,4712,COMEDY,1352. 酒吧,3376,COMEDY
1353. 百分比,4290,TRAGEDY,1353. 婴儿,1002,COMEDY
1354. 水源,2433,COMEDY,1354. 数列,1756,TRAGEDY
1355. 自己,16,COMEDY,1355. 适应性,2343,COMEDY
1356. 小米,2974,COMEDY,1356. 纠缠,4164,TRAGEDY
1357. 休闲,1925,COMEDY,1357. 误差,2584,TRAGEDY
1358. 时间表,2036,TRAGEDY,1358. 扩展,1029,COMEDY
1359. 何时,4745,TRAGEDY,1359. 转向,3755,COMEDY
1360. 音乐会,2723,COMEDY,1360. 益处,3133,COMEDY
1361. 预防,762,TRAGEDY,1361. 赋值,3871,TRAGEDY
1362. 影片,2389,COMEDY,1362. 平均值,1481,TRAGEDY
1363. 级别,2087,TRAGEDY,1363. 青菜,4510,COMEDY
1364. 昆虫,2393,COMEDY,1364. 进行,12,COMEDY
1365. 带宽,4340,TRAGEDY,1365. 装饰,796,COMEDY
1366. 居住,1649,COMEDY,1366. 于,3334,TRAGEDY
1367. 代谢,2117,TRAGEDY,1367. 文,759,COMEDY
1368. 索引,2130,TRAGEDY,1368. 作,1611,COMEDY
1369. 气氛,2169,COMEDY,1369. 颜料,4450,COMEDY
1370. 诚实,4890,COMEDY,1370. 鸡尾酒,4399,COMEDY
1371. 猫,436,COMEDY,1371. 钾,4748,TRAGEDY
1372. 努力,425,TRAGEDY,1372. 弹,4952,COMEDY
1373. 黄,4632,COMEDY,1373. 文章,37,TRAGEDY
1374. 外面,3859,COMEDY,1374. 保持,80,COMEDY
1375. 酸奶,2546,COMEDY,1375. 增进,3485,COMEDY
1376. 日历,3884,TRAGEDY,1376. 民间,3550,COMEDY
1377. 申请,1306,TRAGEDY,1377. 情绪,409,TRAGEDY
1378. 羽毛,3481,COMEDY,1378. 默认,2575,TRAGEDY
1379. 仙人掌,3186,COMEDY,1379. 消息,1303,COMEDY
1380. 极性,4713,TRAGEDY,1380. 孩子,174,COMEDY
1381. 浪费,853,TRAGEDY,1381. 价值观,831,COMEDY
1382. 跳过,4791,COMEDY,1382. 分解,1674,TRAGEDY
1383. 微信,2171,COMEDY,1383. 面板,4520,COMEDY
1384. 矩形,2989,COMEDY,1384. 闻,4957,COMEDY
1385. 起诉,4578,TRAGEDY,1385. 肿瘤,2955,TRAGEDY
1386. 扫描,2611,COMEDY,1386. 以下,81,COMEDY
1387. 打败,4032,COMEDY,1387. 照片,2349,COMEDY
1388. 进去,4084,COMEDY,1388. 推导,4642,COMEDY
1389. 脂,4789,COMEDY,1389. 故事,176,COMEDY
1390. 新闻,660,TRAGEDY,1390. 身边,1679,COMEDY
1391. 解答,1357,COMEDY,1391. 插件,3824,COMEDY
1392. 掉,2562,TRAGEDY,1392. 释放,1030,COMEDY
1393. 携带,2380,COMEDY,1393. 卷,2410,COMEDY
1394. 科目,4313,COMEDY,1394. 岁月,2379,TRAGEDY
1395. 商户,4161,COMEDY,1395. 银行卡,3844,COMEDY
1396. 故宫,3778,COMEDY,1396. 姓名,1482,COMEDY
1397. 问题,11,TRAGEDY,1397. 上映,3807,COMEDY
1398. 纠纷,2271,TRAGEDY,1398. 积,2430,COMEDY
1399. 改进,439,COMEDY,1399. 改进,439,COMEDY
1400. 硬币,3165,COMEDY,1400. 希腊,2342,TRAGEDY
1401. 恭喜,4888,COMEDY,1401. 营造,1400,COMEDY
1402. 线下,2863,COMEDY,1402. 中间,2194,COMEDY
1403. 判断,535,TRAGEDY,1403. 医疗,108,TRAGEDY
1404. 好奇心,2565,COMEDY,1404. 新闻,660,COMEDY
1405. 装置,2295,COMEDY,1405. 外部,1404,COMEDY
1406. 相信,515,COMEDY,1406. 枫叶,3658,COMEDY
1407. 盘,2673,COMEDY,1407. 狮子,2385,COMEDY
1408. 嘴,4938,COMEDY,1408. 树枝,3979,COMEDY
1409. 牙齿,2938,COMEDY,1409. 商品,383,COMEDY
1410. 安排,609,COMEDY,1410. 主人公,1651,COMEDY
1411. 慢跑,3302,COMEDY,1411. 流派,2951,COMEDY
1412. 贾,4327,TRAGEDY,1412. 怎样,3246,COMEDY
1413. 男女,4057,COMEDY,1413. 毕业生,4377,COMEDY
1414. 温度,317,COMEDY,1414. 权,1555,TRAGEDY
1415. 望远镜,4052,COMEDY,1415. 销售,273,COMEDY
1416. 威胁,827,TRAGEDY,1416. 装备,1656,COMEDY
1417. 悬挂,3450,TRAGEDY,1417. 转变,2908,TRAGEDY
1418. 地球,172,COMEDY,1418. 市区,4542,COMEDY
1419. 地,939,COMEDY,1419. 做饭,4801,COMEDY
1420. 忘记,2275,TRAGEDY,1420. 公路,3394,COMEDY
1421. 入住,4282,COMEDY,1421. 权利,1439,TRAGEDY
1422. 玩家,463,COMEDY,1422. 服装,1225,COMEDY
1423. 海滩,1038,COMEDY,1423. 星际,4203,COMEDY
1424. 治理,1802,TRAGEDY,1424. 复杂性,2510,TRAGEDY
1425. 建模,3434,COMEDY,1425. 意外,2661,TRAGEDY
1426. 配对,4594,COMEDY,1426. 跳跃,2368,COMEDY
1427. 三角,3809,COMEDY,1427. 王,828,TRAGEDY
1428. 生日,1273,COMEDY,1428. 模式,366,COMEDY
1429. 技巧,238,COMEDY,1429. 城市化,2327,TRAGEDY
1430. 形容词,4132,COMEDY,1430. 起源,1574,COMEDY
1431. 树立,3266,COMEDY,1431. 天文,3901,COMEDY
1432. 梵高,4563,TRAGEDY,1432. 美感,2629,COMEDY
1433. 李四,1087,COMEDY,1433. 反,1773,TRAGEDY
1434. 纤维素,3655,COMEDY,1434. 天文学家,4698,COMEDY
1435. 粮食,4400,COMEDY,1435. 满意,2078,COMEDY
1436. 唱歌,3300,COMEDY,1436. 淋,4802,TRAGEDY
1437. 移动,634,COMEDY,1437. 胡萝卜,1815,COMEDY
1438. 选手,2440,COMEDY,1438. 充满,374,COMEDY
1439. 救援,2586,COMEDY,1439. 让,17,COMEDY
1440. 深处,2146,TRAGEDY,1440. 通过,1884,COMEDY
1441. 叶,2066,COMEDY,1441. 糖尿病,2182,TRAGEDY
1442. 低碳,2943,COMEDY,1442. 存款,2830,COMEDY
1443. 应用,42,COMEDY,1443. 深入,2905,COMEDY
1444. 考试,1327,TRAGEDY,1444. 化,607,COMEDY
1445. 约翰,1221,COMEDY,1445. 处于,1347,COMEDY
1446. 暂停,3897,COMEDY,1446. 周边,2698,COMEDY
1447. 银河系,3566,COMEDY,1447. 提交,1693,COMEDY
1448. 医疗,108,TRAGEDY,1448. 认可,1623,COMEDY
1449. 台,4432,COMEDY,1449. 控制,148,COMEDY
1450. 房屋,856,COMEDY,1450. 题目,730,COMEDY
1451. 服务,82,COMEDY,1451. 租赁,2492,COMEDY
1452. 合同,707,TRAGEDY,1452. 家居,559,COMEDY
1453. 海,2408,COMEDY,1453. 编译,2964,COMEDY
1454. 蜜蜂,2322,COMEDY,1454. 身心,1006,COMEDY
1455. 料,3876,COMEDY,1455. 注,3462,COMEDY
1456. 积,2430,COMEDY,1456. 人力,1419,COMEDY
1457. 重要性,532,TRAGEDY,1457. 日本,928,COMEDY
1458. 共和国,3197,COMEDY,1458. 保证,402,COMEDY
1459. 选定,4923,COMEDY,1459. 看来,3683,COMEDY
1460. 盛开,4445,COMEDY,1460. 构思,3909,COMEDY
1461. 文明,1321,COMEDY,1461. 史,3494,TRAGEDY
1462. 摘要,1088,COMEDY,1462. 承认,3100,COMEDY
1463. 信誉,3728,COMEDY,1463. 陶醉,4827,COMEDY
1464. 面对,638,TRAGEDY,1464. 音效,3558,COMEDY
1465. 平均数,3359,COMEDY,1465. 讲解,1460,COMEDY
1466. 美好,1533,COMEDY,1466. 碗中,4977,COMEDY
1467. 酱,3543,COMEDY,1467. 有没有,2134,COMEDY
1468. 回来,3473,COMEDY,1468. 手环,2540,COMEDY
1469. 坚定,4424,COMEDY,1469. 适应,454,COMEDY
1470. 受访者,4869,COMEDY,1470. 救援,2586,TRAGEDY
1471. 可靠性,1285,COMEDY,1471. 信用卡,1741,COMEDY
1472. 成就感,3827,COMEDY,1472. 保养,1551,COMEDY
1473. 微风,1961,COMEDY,1473. 故乡,4937,TRAGEDY
1474. 期限,2332,TRAGEDY,1474. 书写,4036,COMEDY
1475. 图表,2656,COMEDY,1475. 新郎,4850,COMEDY
1476. 马克,3863,COMEDY,1476. 平静,3046,COMEDY
1477. 男孩,1709,COMEDY,1477. 餐桌,2959,COMEDY
1478. 温水,3150,COMEDY,1478. 材质,1254,COMEDY
1479. 实施,728,COMEDY,1479. 均匀,2849,COMEDY
1480. 亲情,4081,COMEDY,1480. 回文,4121,COMEDY
1481. 照片,2349,COMEDY,1481. 处罚,3629,TRAGEDY
1482. 薪酬,3785,COMEDY,1482. 昆虫,2393,COMEDY
1483. 国王,4226,COMEDY,1483. 核心,628,COMEDY
1484. 指南,849,COMEDY,1484. 雪,3467,COMEDY
1485. 传达,1326,COMEDY,1485. 内涵,1998,COMEDY
1486. 巧克力,817,COMEDY,1486. 长度,555,COMEDY
1487. 修剪,2462,COMEDY,1487. 泄露,1910,TRAGEDY
1488. 距离,571,TRAGEDY,1488. 封建,4403,TRAGEDY
1489. 她,101,COMEDY,1489. 经验,177,COMEDY
1490. 太平洋,4514,COMEDY,1490. 促销,1830,COMEDY
1491. 病变,4665,TRAGEDY,1491. 液体,2045,COMEDY
1492. 终点,3657,TRAGEDY,1492. 实验室,2260,COMEDY
1493. 纸巾,4568,TRAGEDY,1493. 审计,2792,TRAGEDY
1494. 奋斗,2491,COMEDY,1494. 办公室,2051,COMEDY
1495. 收到,2025,COMEDY,1495. 开设,4617,COMEDY
1496. 号码,2244,COMEDY,1496. 海报,2899,COMEDY
1497. 心理学,1317,COMEDY,1497. 理由,2494,COMEDY
1498. 总体,2191,COMEDY,1498. 黑洞,618,TRAGEDY
1499. 洗手,3952,COMEDY,1499. 力学,1449,COMEDY
1500. 欺诈,2730,TRAGEDY,1500. 金,3519,COMEDY
1501. 规范,1033,COMEDY,1501. 原料,2743,COMEDY
1502. 路径,1064,COMEDY,1502. 符,1646,COMEDY
1503. 像是,2936,COMEDY,1503. 脉,4828,TRAGEDY
1504. 痛,4838,TRAGEDY,1504. 信任,723,COMEDY
1505. 行程,2713,COMEDY,1505. 纠纷,2271,TRAGEDY
1506. 供应商,2003,COMEDY,1506. 占用,3102,COMEDY
1507. 栏,4901,COMEDY,1507. 用作,3527,COMEDY
1508. 藏,3829,COMEDY,1508. 导,3204,COMEDY
1509. 意志,2225,COMEDY,1509. 编程,314,COMEDY
1510. 邮件,736,COMEDY,1510. 发电,2846,COMEDY
1511. 向往,4414,COMEDY,1511. 证书,2944,COMEDY
1512. 心血管,2789,TRAGEDY,1512. 蒸,3229,COMEDY
1513. 各自,1762,COMEDY,1513. 受到,355,TRAGEDY
1514. 生态,265,COMEDY,1514. 加,666,COMEDY
1515. 商品,383,COMEDY,1515. 奶酪,1843,COMEDY
1516. 利息,2593,COMEDY,1516. 预测,340,COMEDY
1517. 试试,1775,COMEDY,1517. 尘埃,4930,TRAGEDY
1518. 跳,2207,COMEDY,1518. 进球,4431,COMEDY
1519. 味道,722,COMEDY,1519. 准确度,4310,COMEDY
1520. 变形,3393,COMEDY,1520. 兴奋,4258,COMEDY
1521. 罚款,4173,TRAGEDY,1521. 水污染,3804,TRAGEDY
1522. 智能,15,COMEDY,1522. 路程,4425,COMEDY
1523. 细菌,2007,TRAGEDY,1523. 容量,1704,COMEDY
1524. 机会,272,COMEDY,1524. 仪,4810,COMEDY
1525. 暗示,3279,COMEDY,1525. 海滨,3646,COMEDY
1526. 坐标,2177,COMEDY,1526. 咖啡店,3412,COMEDY
1527. 塑料袋,2047,COMEDY,1527. 古代,751,TRAGEDY
1528. 俯卧撑,4451,COMEDY,1528. 语言,89,COMEDY
1529. 诗,812,COMEDY,1529. 其他,3961,COMEDY
1530. 技能,241,COMEDY,1530. 处理,73,COMEDY
1531. 著作,4859,COMEDY,1531. 喂养,1786,COMEDY
1532. 人口,999,COMEDY,1532. 探讨,567,COMEDY
1533. 租赁,2492,COMEDY,1533. 推行,4607,COMEDY
1534. 示,1911,COMEDY,1534. 货币,1329,TRAGEDY
1535. 字节,4334,COMEDY,1535. 定,2129,COMEDY
1536. 蛋白,3001,COMEDY,1536. 糖果,3192,COMEDY
1537. 尊敬,1443,TRAGEDY,1537. 设计,60,COMEDY
1538. 通知,1934,COMEDY,1538. 野餐,2622,COMEDY
1539. 公务员,4279,COMEDY,1539. 产地,4478,COMEDY
1540. 牛,2896,COMEDY,1540. 神话,2437,TRAGEDY
1541. 深度,1175,TRAGEDY,1541. 种植,919,COMEDY
1542. 脚本,1832,COMEDY,1542. 擅长,1129,COMEDY
1543. 种类,717,COMEDY,1543. 评论,1061,COMEDY
1544. 艺术家,1363,COMEDY,1544. 恐惧,2084,TRAGEDY
1545. 有没有,2134,COMEDY,1545. 监督,1282,TRAGEDY
1546. 座椅,3580,COMEDY,1546. 当地人,4732,COMEDY
1547. 发光,3517,COMEDY,1547. 打开,691,COMEDY
1548. 前沿,2749,COMEDY,1548. 关怀,3003,COMEDY
1549. 正方形,2137,COMEDY,1549. 手指,2765,COMEDY
1550. 月亮,2235,COMEDY,1550. 翻炒,2159,COMEDY
1551. 法国,1348,COMEDY,1551. 演化,1612,COMEDY
1552. 爬山,4950,COMEDY,1552. 限制,570,TRAGEDY
1553. 煮沸,3183,COMEDY,1553. 养分,3309,COMEDY
1554. 差别,4959,TRAGEDY,1554. 主,4409,COMEDY
1555. 伤害,1240,TRAGEDY,1555. 手法,2058,COMEDY
1556. 路由,4622,COMEDY,1556. 膨胀,3511,COMEDY
1557. 怕,4118,TRAGEDY,1557. 条款,1727,TRAGEDY
1558. 男性,1267,COMEDY,1558. 常识,4543,COMEDY
1559. 措施,222,COMEDY,1559. 冰川,2615,TRAGEDY
1560. 宇航员,4444,COMEDY,1560. 倍数,4059,COMEDY
1561. 参数,512,COMEDY,1561. 唐朝,4860,COMEDY
1562. 默认,2575,TRAGEDY,1562. 滴,4770,TRAGEDY
1563. 自信,1527,COMEDY,1563. 维生素,982,COMEDY
1564. 机油,4345,TRAGEDY,1564. 后代,3157,COMEDY
1565. 药物,468,TRAGEDY,1565. 人们,66,COMEDY
1566. 替代,1637,COMEDY,1566. 找,783,COMEDY
1567. 包含,284,COMEDY,1567. 诗句,3012,TRAGEDY
1568. 投诉,2921,TRAGEDY,1568. 层面,2212,COMEDY
1569. 高中生,3996,COMEDY,1569. 蹲,4848,COMEDY
1570. 变化,120,COMEDY,1570. 实用性,2386,COMEDY
1571. 买卖,4701,COMEDY,1571. 执行,389,TRAGEDY
1572. 携手,4896,COMEDY,1572. 合,1973,COMEDY
1573. 餐桌,2959,COMEDY,1573. 指标,931,COMEDY
1574. 金属,1108,TRAGEDY,1574. 不锈钢,4005,COMEDY
1575. 基,4484,COMEDY,1575. 大海,3184,TRAGEDY
1576. 输入,209,COMEDY,1576. 生姜,4151,COMEDY
1577. 腿,2110,COMEDY,1577. 样子,3665,COMEDY
1578. 网站,428,COMEDY,1578. 买,1054,COMEDY
1579. 肌肤,1291,COMEDY,1579. 玩法,2931,COMEDY
1580. 幻想,4528,COMEDY,1580. 鉴别,2291,COMEDY
1581. 接下来,2880,COMEDY,1581. 路径,1064,COMEDY
1582. 关注,184,COMEDY,1582. 明白,811,COMEDY
1583. 青年,2599,COMEDY,1583. 医药,4103,TRAGEDY
1584. 资产,807,COMEDY,1584. 法院,1548,TRAGEDY
1585. 精华,4666,COMEDY,1585. 音乐家,2463,COMEDY
1586. 冷静,2658,TRAGEDY,1586. 追寻,4658,COMEDY
1587. 缩小,3598,TRAGEDY,1587. 使得,372,COMEDY
1588. 腿部,4613,COMEDY,1588. 地震,1451,TRAGEDY
1589. 年级,4231,COMEDY,1589. 教程,2147,COMEDY
1590. 资格,3826,TRAGEDY,1590. 革新,4678,COMEDY
1591. 热点,2818,COMEDY,1591. 工程师,881,COMEDY
1592. 旋律,1738,COMEDY,1592. 易于,1251,COMEDY
1593. 办理,4172,COMEDY,1593. 银河系,3566,COMEDY
1594. 奖金,4347,COMEDY,1594. 乐队,3373,COMEDY
1595. 胡椒,2217,COMEDY,1595. 必须,280,TRAGEDY
1596. 抱,4826,COMEDY,1596. 助,4885,COMEDY
1597. 成熟,4385,TRAGEDY,1597. 调研,1495,COMEDY
1598. 你们,388,COMEDY,1598. 水质,3851,TRAGEDY
1599. 隐患,3722,TRAGEDY,1599. 老师,473,COMEDY
1600. 落叶,3123,TRAGEDY,1600. 次数,1051,COMEDY
1601. 球,806,COMEDY,1601. 叙述,2814,COMEDY
1602. 衣服,974,COMEDY,1602. 半径,1542,COMEDY
1603. 天气,271,COMEDY,1603. 夜晚,1563,TRAGEDY
1604. 室外,4072,COMEDY,1604. 结交,3907,COMEDY
1605. 追,3982,COMEDY,1605. 艺品,2992,COMEDY
1606. 学科,1459,COMEDY,1606. 富有,1528,COMEDY
1607. 积极性,3411,COMEDY,1607. 柠檬,1484,COMEDY
1608. 云层,4877,TRAGEDY,1608. 垃圾,341,TRAGEDY
1609. 综合,3732,COMEDY,1609. 宝石,2885,COMEDY
1610. 降解,3611,TRAGEDY,1610. 伴侣,2458,COMEDY
1611. 账户,1458,COMEDY,1611. 电流,2531,COMEDY
1612. 周围,674,COMEDY,1612. 排放量,3931,TRAGEDY
1613. 血,3051,TRAGEDY,1613. 号码,2244,COMEDY
1614. 看到,346,COMEDY,1614. 选购,2189,COMEDY
1615. 活力,1105,COMEDY,1615. 阶段,651,COMEDY
1616. 创办,4768,COMEDY,1616. 传统,1249,COMEDY
1617. 废气,3780,TRAGEDY,1617. 穿搭,3654,COMEDY
1618. 地质,3227,COMEDY,1618. 墙面,2165,COMEDY
1619. 初始化,3199,COMEDY,1619. 改为,3738,COMEDY
1620. 规划,397,COMEDY,1620. 清,3896,COMEDY
1621. 服务员,2062,COMEDY,1621. 狼,3200,TRAGEDY
1622. 端,1801,COMEDY,1622. 地壳,4257,COMEDY
1623. 失误,4765,COMEDY,1623. 陪伴,1703,COMEDY
1624. 尘埃,4930,TRAGEDY,1624. 瓶子,3642,COMEDY
1625. 配合,1413,COMEDY,1625. 大战,3617,TRAGEDY
1626. 退款,4222,COMEDY,1626. 薪酬,3785,COMEDY
1627. 标签,1323,COMEDY,1627. 炒饭,3990,COMEDY
1628. 电压,2826,TRAGEDY,1628. 蛋白,3001,COMEDY
1629. 蛇,2972,TRAGEDY,1629. 瑜伽,493,COMEDY
1630. 烹饪,891,COMEDY,1630. 黑色,2601,TRAGEDY
1631. 创业者,2094,COMEDY,1631. 听听,3597,COMEDY
1632. 海鲜,1927,COMEDY,1632. 周围,674,COMEDY
1633. 氧气,1184,COMEDY,1633. 页面,1055,COMEDY
1634. 观赏,3605,COMEDY,1634. 错误,623,COMEDY
1635. 文学,603,TRAGEDY,1635. 肾,4332,TRAGEDY
1636. 煮,888,COMEDY,1636. 危险,1751,TRAGEDY
1637. 碎,3596,TRAGEDY,1637. 高于,3222,COMEDY
1638. 风味,2576,COMEDY,1638. 多,4726,COMEDY
1639. 火山,2021,TRAGEDY,1639. 生活,48,COMEDY
1640. 光合,2324,COMEDY,1640. 思念,2864,TRAGEDY
1641. 顾问,2638,COMEDY,1641. 手工,1929,COMEDY
1642. 意,2406,TRAGEDY,1642. 章节,2729,COMEDY
1643. 渲染,3214,TRAGEDY,1643. 英国,1390,COMEDY
1644. 浇水,1630,COMEDY,1644. 含有,918,COMEDY
1645. 上传,4119,COMEDY,1645. 夜,2400,TRAGEDY
1646. 客厅,1796,COMEDY,1646. 建模,3434,COMEDY
1647. 投票,4393,COMEDY,1647. 实现,67,COMEDY
1648. 选中,4378,COMEDY,1648. 冰块,2861,COMEDY
1649. 总额,3415,TRAGEDY,1649. 热水,2757,COMEDY
1650. 赋予,3119,COMEDY,1650. 变异,4428,TRAGEDY
1651. 造型,2424,COMEDY,1651. 优缺点,1729,COMEDY
1652. 飞机,1665,COMEDY,1652. 电磁,4330,TRAGEDY
1653. 协议,1004,TRAGEDY,1653. 情况,69,TRAGEDY
1654. 锅,1394,COMEDY,1654. 周期表,4454,COMEDY
1655. 抱歉,1406,TRAGEDY,1655. 花瓣,3242,COMEDY
1656. 害怕,2123,TRAGEDY,1656. 毕业,1737,COMEDY
1657. 切碎,2605,TRAGEDY,1657. 袋,4043,COMEDY
1658. 才华,2453,COMEDY,1658. 启动,1521,COMEDY
1659. 战役,4822,TRAGEDY,1659. 气象,3115,TRAGEDY
1660. 热爱,1269,COMEDY,1660. 革命,2068,TRAGEDY
1661. 激发,1236,COMEDY,1661. 英语,520,COMEDY
1662. 装备,1656,COMEDY,1662. 魅力,1258,COMEDY
1663. 长城,2963,TRAGEDY,1663. 乙方,2139,TRAGEDY
1664. 参与,380,COMEDY,1664. 速度,342,COMEDY
1665. 乙,2612,COMEDY,1665. 延长,2719,TRAGEDY
1666. 被告人,4025,TRAGEDY,1666. 寻,4328,TRAGEDY
1667. 史,3494,TRAGEDY,1667. 理论,514,TRAGEDY
1668. 捕食,4621,TRAGEDY,1668. 部,3718,TRAGEDY
1669. 天王星,3521,COMEDY,1669. 山峰,1991,COMEDY
1670. 秋,4082,TRAGEDY,1670. 开源,3633,COMEDY
1671. 优劣,4763,TRAGEDY,1671. 能够,38,COMEDY
1672. 面试,976,COMEDY,1672. 听觉,4627,COMEDY
1673. 普及,1288,COMEDY,1673. 蓝天,4026,COMEDY
1674. 珍惜,1933,COMEDY,1674. 结婚,3416,COMEDY
1675. 指,234,COMEDY,1675. 满足,348,COMEDY
1676. 弦,2404,COMEDY,1676. 遭遇,3356,TRAGEDY
1677. 冒险,1139,COMEDY,1677. 小米,2974,COMEDY
1678. 游玩,4217,COMEDY,1678. 打算,1938,COMEDY
1679. 花朵,1777,COMEDY,1679. 桶,2633,COMEDY
1680. 毛发,2512,COMEDY,1680. 罗马,2412,TRAGEDY
1681. 负债表,4753,TRAGEDY,1681. 冰箱,1758,COMEDY
1682. 退货,4102,COMEDY,1682. 料,3876,COMEDY
1683. 代表,417,COMEDY,1683. 闻名,3058,COMEDY
1684. 季节,658,COMEDY,1684. 漏洞,1954,COMEDY
1685. 孤独,1813,TRAGEDY,1685. 留,2549,TRAGEDY
1686. 表达,215,COMEDY,1686. 经典,2359,COMEDY
1687. 洗发水,3808,COMEDY,1687. 解读,1932,COMEDY
1688. 战争,1378,TRAGEDY,1688. 斜,3158,COMEDY
1689. 营销,324,COMEDY,1689. 见,1485,COMEDY
1690. 依赖,1011,TRAGEDY,1690. 虾,3236,COMEDY
1691. 富有,1528,COMEDY,1691. 道,2085,COMEDY
1692. 知识点,3840,COMEDY,1692. 约定,2642,TRAGEDY
1693. 曲,3639,COMEDY,1693. 持有,3375,COMEDY
1694. 走出,3904,COMEDY,1694. 轮廓,4297,COMEDY
1695. 大气,1294,COMEDY,1695. 名词,3354,COMEDY
1696. 事故,1416,TRAGEDY,1696. 完整性,2851,TRAGEDY
1697. 叫,1463,COMEDY,1697. 选项,667,COMEDY
1698. 作家,1849,COMEDY,1698. 拓展,1344,COMEDY
1699. 摄,1215,COMEDY,1699. 著称,4868,COMEDY
1700. 腹部,4433,COMEDY,1700. 结束,825,TRAGEDY
1701. 满足感,4296,COMEDY,1701. 器材,2211,COMEDY
