"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
.1",order-1,shuffle1-test0
1131. 科研,3049,TRAGEDY,1131. 三明治,2844,COMEDY
1132. 编写,291,COMEDY,1132. 点子,2901,COMEDY
1133. 赞赏,4268,COMEDY,1133. 墙,2055,TRAGEDY
1134. 杯,3689,COMEDY,1134. 关键,709,TRAGEDY
1135. 参加,414,COMEDY,1135. 锅,1394,COMEDY
1136. 期待,1039,COMEDY,1136. 飞船,3971,COMEDY
1137. 舒适度,2509,COMEDY,1137. 帮,243,COMEDY
1138. 刹车,3585,TRAGEDY,1138. 开水,4016,COMEDY
1139. 氧气,1184,COMEDY,1139. 增长,604,COMEDY
1140. 协调,1098,COMEDY,1140. 情景,3207,COMEDY
1141. 李白,3283,COMEDY,1141. 异常,2341,COMEDY
1142. 基石,4784,TRAGEDY,1142. 适应,454,COMEDY
1143. 客服,1540,COMEDY,1143. 传达,1326,COMEDY
1144. 研究生,4815,TRAGEDY,1144. 车身,4382,COMEDY
1145. 肯定,3272,COMEDY,1145. 柔韧性,3944,COMEDY
1146. 主人公,1651,COMEDY,1146. 金属,1108,TRAGEDY
1147. 名词,3354,COMEDY,1147. 考虑,78,COMEDY
1148. 因人而异,4585,COMEDY,1148. 公路,3394,COMEDY
1149. 室内,798,COMEDY,1149. 象,3352,COMEDY
1150. 治愈,3700,COMEDY,1150. 条件,313,TRAGEDY
1151. 审美,3075,COMEDY,1151. 语义,2759,COMEDY
1152. 赛事,4106,COMEDY,1152. 生机,3313,COMEDY
1153. 意图,3250,TRAGEDY,1153. 战略,1223,TRAGEDY
1154. 评分,1652,TRAGEDY,1154. 新鲜,4985,COMEDY
1155. 身材,3033,COMEDY,1155. 蔬菜,467,COMEDY
1156. 均匀,2849,COMEDY,1156. 亲情,4081,COMEDY
1157. 想,57,COMEDY,1157. 读,1311,COMEDY
1158. 纸,2012,COMEDY,1158. 加上,1312,COMEDY
1159. 读书,2035,COMEDY,1159. 结束,825,TRAGEDY
1160. 体育,1231,COMEDY,1160. 道路,963,COMEDY
1161. 得以,2619,COMEDY,1161. 电器,1201,COMEDY
1162. 罚款,4173,TRAGEDY,1162. 除,1313,COMEDY
1163. 星星,2518,COMEDY,1163. 西班牙,3535,COMEDY
1164. 风,1199,COMEDY,1164. 评分,1652,COMEDY
1165. 知识点,3840,COMEDY,1165. 鸡肉,1358,COMEDY
1166. 克服,1193,COMEDY,1166. 入侵,3340,TRAGEDY
1167. 发表,2088,COMEDY,1167. 蓝牙,4427,COMEDY
1168. 智力,2267,COMEDY,1168. 树,970,COMEDY
1169. 后果,1848,TRAGEDY,1169. 交响曲,4904,TRAGEDY
1170. 墙,2055,TRAGEDY,1170. 现场,1395,COMEDY
1171. 播放,2044,COMEDY,1171. 困扰,2641,TRAGEDY
1172. 邮件,736,COMEDY,1172. 肺,3701,TRAGEDY
1173. 备受,1891,TRAGEDY,1173. 侵犯,3072,TRAGEDY
1174. 维修,1549,COMEDY,1174. 发表,2088,COMEDY
1175. 考验,4318,TRAGEDY,1175. 光芒,2451,COMEDY
1176. 梳理,2489,COMEDY,1176. 通知,1934,COMEDY
1177. 建筑物,1530,COMEDY,1177. 脚步,4867,COMEDY
1178. 多云,3326,TRAGEDY,1178. 饼,2681,COMEDY
1179. 顾问,2638,COMEDY,1179. 怀疑,3260,TRAGEDY
1180. 修饰,4897,COMEDY,1180. 相符,4370,COMEDY
1181. 引进,4903,COMEDY,1181. 失落,4648,TRAGEDY
1182. 牛,2896,COMEDY,1182. 公告,4193,COMEDY
1183. 交换,1778,COMEDY,1183. 面料,3239,COMEDY
1184. 分为,837,COMEDY,1184. 夫妇,4807,COMEDY
1185. 调味,1753,COMEDY,1185. 所得,4697,COMEDY
1186. 防止,775,TRAGEDY,1186. 简称,4480,COMEDY
1187. 动机,3088,TRAGEDY,1187. 擅长,1129,COMEDY
1188. 砍伐,3890,TRAGEDY,1188. 总,4998,COMEDY
1189. 所在,1470,COMEDY,1189. 保持,80,COMEDY
1190. 报警,4921,TRAGEDY,1190. 来,224,COMEDY
1191. 触发,3531,TRAGEDY,1191. 卫生,1045,COMEDY
1192. 礼品,3736,COMEDY,1192. 动漫,3057,COMEDY
1193. 主张,3233,COMEDY,1193. 杰克,1864,COMEDY
1194. 体内,2372,TRAGEDY,1194. 短期,3766,COMEDY
1195. 单车,4824,COMEDY,1195. 围绕,2264,COMEDY
1196. 规律,1102,COMEDY,1196. 体验,190,COMEDY
1197. 深圳,4440,COMEDY,1197. 木材,2364,COMEDY
1198. 土豆,2294,COMEDY,1198. 举,2316,COMEDY
1199. 周长,1897,COMEDY,1199. 菠菜,4201,COMEDY
1200. 开始,111,COMEDY,1200. 炒,935,COMEDY
1201. 取代,1784,TRAGEDY,1201. 告知,3883,COMEDY
1202. 卡,2421,COMEDY,1202. 指导,484,COMEDY
1203. 相等,1982,COMEDY,1203. 前面,2768,COMEDY
1204. 战略,1223,TRAGEDY,1204. 消费者,449,COMEDY
1205. 趣味性,4037,COMEDY,1205. 王,828,TRAGEDY
1206. 男生,4207,COMEDY,1206. 依赖,1011,TRAGEDY
1207. 上海,1211,COMEDY,1207. 边界,2822,TRAGEDY
1208. 打算,1938,COMEDY,1208. 月球,1675,COMEDY
1209. 风光,2176,COMEDY,1209. 治疗,200,COMEDY
1210. 刀,3287,TRAGEDY,1210. 折,3442,TRAGEDY
1211. 零件,3584,COMEDY,1211. 墙面,2165,COMEDY
1212. 晒,4180,COMEDY,1212. 小,1749,COMEDY
1213. 乘法,3056,COMEDY,1213. 拼写,2299,COMEDY
1214. 缩小,3598,COMEDY,1214. 类似,1571,COMEDY
1215. 出版社,4413,COMEDY,1215. 荣誉,3861,TRAGEDY
1216. 哲学,876,TRAGEDY,1216. 火锅,2946,COMEDY
1217. 模式,366,COMEDY,1217. 开销,3959,COMEDY
1218. 人机,4717,COMEDY,1218. 流,1809,TRAGEDY
1219. 习惯,432,COMEDY,1219. 夏威夷,3696,COMEDY
1220. 吸烟,3235,TRAGEDY,1220. 邻居,4312,COMEDY
1221. 固体,4265,COMEDY,1221. 颈部,4906,TRAGEDY
1222. 操作,213,COMEDY,1222. 树枝,3979,COMEDY
1223. 国外,3714,COMEDY,1223. 化妆,3717,COMEDY
1224. 特征,350,COMEDY,1224. 初学者,1392,COMEDY
1225. 恋爱,1684,COMEDY,1225. 主张,3233,TRAGEDY
1226. 羽毛,3481,COMEDY,1226. 自信心,2396,COMEDY
1227. 当地,452,COMEDY,1227. 排水,3417,TRAGEDY
1228. 铅笔,3435,COMEDY,1228. 远离,2452,TRAGEDY
1229. 借鉴,3549,COMEDY,1229. 抽出,3143,TRAGEDY
1230. 案例,1056,TRAGEDY,1230. 宜,3725,COMEDY
1231. 视觉,656,COMEDY,1231. 体温,3524,COMEDY
1232. 图案,1661,COMEDY,1232. 架构,1669,TRAGEDY
1233. 气味,3248,COMEDY,1233. 汤,2018,COMEDY
1234. 背部,3685,TRAGEDY,1234. 筛选,1631,TRAGEDY
1235. 主菜,3224,COMEDY,1235. 适用,744,COMEDY
1236. 他们,26,COMEDY,1236. 修理,3686,COMEDY
1237. 夜,2400,TRAGEDY,1237. 用品,1337,COMEDY
1238. 湿度,1600,TRAGEDY,1238. 猪,2941,COMEDY
1239. 餐厅,422,COMEDY,1239. 二进制,3607,TRAGEDY
1240. 论文,756,TRAGEDY,1240. 配合,1413,COMEDY
1241. 习俗,3267,COMEDY,1241. 政府,392,TRAGEDY
1242. 输入,209,COMEDY,1242. 引擎,1432,COMEDY
1243. 专注,1224,TRAGEDY,1243. 叫,1463,COMEDY
1244. 大,2233,COMEDY,1244. 可靠性,1285,TRAGEDY
1245. 选,1316,COMEDY,1245. 理由,2494,TRAGEDY
1246. 雇主,4682,TRAGEDY,1246. 盗窃,3875,TRAGEDY
1247. 西,4353,COMEDY,1247. 级,2997,TRAGEDY
1248. 归类,2350,TRAGEDY,1248. 鲜花,2948,COMEDY
1249. 节奏,1155,COMEDY,1249. 旋转,1510,COMEDY
1250. 说说,3064,COMEDY,1250. 退款,4222,COMEDY
1251. 显示,617,COMEDY,1251. 王子,3062,COMEDY
1252. 基地,4321,TRAGEDY,1252. 等,1293,TRAGEDY
1253. 种,3052,COMEDY,1253. 贸易,1782,TRAGEDY
1254. 不足,2398,TRAGEDY,1254. 高跟鞋,4876,COMEDY
1255. 赞誉,4798,COMEDY,1255. 开始,111,COMEDY
1256. 得知,4806,TRAGEDY,1256. 分,1425,TRAGEDY
1257. 耳朵,3014,COMEDY,1257. 轮廓,4297,TRAGEDY
1258. 咖啡豆,2519,COMEDY,1258. 计数,4361,COMEDY
1259. 论点,4062,TRAGEDY,1259. 个数,3698,COMEDY
1260. 陈述,1641,TRAGEDY,1260. 闻,4957,COMEDY
1261. 乡村,2626,COMEDY,1261. 炒饭,3990,COMEDY
1262. 共鸣,2416,TRAGEDY,1262. 反对,3721,TRAGEDY
1263. 图标,4092,COMEDY,1263. 张三,776,COMEDY
1264. 信,2671,TRAGEDY,1264. 财富,1621,COMEDY
1265. 退货,4102,COMEDY,1265. 侵权,4672,TRAGEDY
1266. 培训,549,COMEDY,1266. 承受,1992,TRAGEDY
1267. 手环,2540,COMEDY,1267. 岩石,2296,COMEDY
1268. 海滩,1038,COMEDY,1268. 舒缓,3852,COMEDY
1269. 销量,3835,COMEDY,1269. 铜,3676,COMEDY
1270. 意,2406,TRAGEDY,1270. 改变,301,COMEDY
1271. 通知,1934,TRAGEDY,1271. 新人,2525,COMEDY
1272. 质感,2987,TRAGEDY,1272. 注意力,1066,COMEDY
1273. 区别,1315,TRAGEDY,1273. 消化,1940,COMEDY
1274. 欧,5000,TRAGEDY,1274. 右侧,4216,COMEDY
1275. 颜色,218,COMEDY,1275. 调查,569,TRAGEDY
1276. 期,2223,TRAGEDY,1276. 茶匙,2356,COMEDY
1277. 舒适性,4461,COMEDY,1277. 深化,4835,TRAGEDY
1278. 占据,2448,TRAGEDY,1278. 展示,440,COMEDY
1279. 聊聊,2809,COMEDY,1279. 广播,4927,COMEDY
1280. 下,832,TRAGEDY,1280. 地形,2652,COMEDY
1281. 点,418,COMEDY,1281. 猪肉,2805,COMEDY
1282. 里程碑,4609,TRAGEDY,1282. 教程,2147,COMEDY
1283. 贵族,4051,TRAGEDY,1283. 晴天,4630,COMEDY
1284. 超,4129,COMEDY,1284. 影片,2389,COMEDY
1285. 面包,1069,COMEDY,1285. 饮用,2498,COMEDY
1286. 浴室,3616,COMEDY,1286. 水流,4255,COMEDY
1287. 硬盘,4107,TRAGEDY,1287. 偏见,2336,TRAGEDY
1288. 表,655,COMEDY,1288. 望远镜,4052,COMEDY
1289. 创造力,1163,COMEDY,1289. 方,742,COMEDY
1290. 媒体,362,COMEDY,1290. 非洲,2256,TRAGEDY
1291. 失误,4765,COMEDY,1291. 康复,3061,COMEDY
1292. 聚,2983,COMEDY,1292. 状,2735,TRAGEDY
1293. 高山,4465,TRAGEDY,1293. 中医,2418,COMEDY
1294. 秋天,2967,TRAGEDY,1294. 雕刻,4778,COMEDY
1295. 出,68,COMEDY,1295. 您们,3966,COMEDY
1296. 幼儿,4591,COMEDY,1296. 手册,2059,COMEDY
1297. 可靠性,1285,COMEDY,1297. 实现,67,COMEDY
1298. 入睡,3930,COMEDY,1298. 决策,384,TRAGEDY
1299. 领导,858,COMEDY,1299. 权力,2174,TRAGEDY
1300. 灵魂,2520,TRAGEDY,1300. 鸭子,3337,COMEDY
1301. 眼前,3872,COMEDY,1301. 对象,560,COMEDY
1302. 客户,109,COMEDY,1302. 群,3195,COMEDY
1303. 学位,3992,COMEDY,1303. 现代化,2419,COMEDY
1304. 更改,1698,COMEDY,1304. 油脂,3468,COMEDY
1305. 荣耀,4948,TRAGEDY,1305. 均匀,2849,COMEDY
1306. 跳跃,2368,COMEDY,1306. 记者,3089,COMEDY
1307. 投票,4393,COMEDY,1307. 教师,1099,COMEDY
1308. 列,1059,COMEDY,1308. 表述,3146,COMEDY
1309. 制造商,3112,COMEDY,1309. 臂,4343,COMEDY
1310. 含,2154,COMEDY,1310. 海边,2186,COMEDY
1311. 摩擦,3836,TRAGEDY,1311. 鸣,4939,COMEDY
1312. 平静,3046,TRAGEDY,1312. 格,2866,COMEDY
1313. 女人,3814,COMEDY,1313. 解答,1357,COMEDY
1314. 列出,713,COMEDY,1314. 谓语,3932,COMEDY
1315. 尽,1718,TRAGEDY,1315. 拍摄,1939,COMEDY
1316. 语法,795,COMEDY,1316. 资格,3826,COMEDY
1317. 美感,2629,COMEDY,1317. 土豆,2294,COMEDY
1318. 空,2731,TRAGEDY,1318. 领先,3322,COMEDY
1319. 不同,810,COMEDY,1319. 周长,1897,COMEDY
1320. 化,607,COMEDY,1320. 试图,1403,TRAGEDY
1321. 蔬菜,467,COMEDY,1321. 正文,4374,COMEDY
1322. 定理,1999,TRAGEDY,1322. 卖家,4152,COMEDY
1323. 编程,314,COMEDY,1323. 显示,617,COMEDY
1324. 员,3114,COMEDY,1324. 切换,3357,COMEDY
1325. 日记,3748,TRAGEDY,1325. 全球,229,COMEDY
1326. 专家,892,COMEDY,1326. 书面化,4498,TRAGEDY
1327. 妆容,4067,COMEDY,1327. 酵母,3948,COMEDY
1328. 动物园,4251,COMEDY,1328. 哲学家,3181,TRAGEDY
1329. 夕阳,4288,TRAGEDY,1329. 是否,1034,COMEDY
1330. 儿童,833,COMEDY,1330. 音频,2444,COMEDY
1331. 神经元,3175,TRAGEDY,1331. 纳米,3523,COMEDY
1332. 轴,2455,TRAGEDY,1332. 导向,4738,COMEDY
1333. 设立,2542,COMEDY,1333. 光学,3744,COMEDY
1334. 注重,393,TRAGEDY,1334. 洗手,3952,COMEDY
1335. 实践,443,COMEDY,1335. 点击,1423,COMEDY
1336. 钻石,3303,TRAGEDY,1336. 现状,1901,TRAGEDY
1337. 采集,2287,COMEDY,1337. 桥梁,3276,COMEDY
1338. 放,487,COMEDY,1338. 配料,1564,COMEDY
1339. 作用,186,TRAGEDY,1339. 栈,4416,COMEDY
1340. 上下文,1845,TRAGEDY,1340. 吸引力,1617,COMEDY
1341. 选购,2189,COMEDY,1341. 程序员,1376,COMEDY
1342. 准确性,959,TRAGEDY,1342. 汤姆,1213,COMEDY
1343. 积极性,3411,COMEDY,1343. 配件,2926,COMEDY
1344. 货物,2357,COMEDY,1344. 是,1,COMEDY
1345. 吹拂,4116,COMEDY,1345. 板块,2892,COMEDY
1346. 备份,1345,COMEDY,1346. 困境,2076,TRAGEDY
1347. 画面,1371,COMEDY,1347. 云层,4877,TRAGEDY
1348. 志愿,3430,COMEDY,1348. 失去,1065,TRAGEDY
1349. 闻名,3058,COMEDY,1349. 关系,104,TRAGEDY
1350. 省份,3894,TRAGEDY,1350. 欣赏,992,COMEDY
1351. 喜欢,97,COMEDY,1351. 导师,2828,COMEDY
1352. 查阅,4523,TRAGEDY,1352. 视,4590,COMEDY
1353. 追逐,2870,COMEDY,1353. 示例,556,COMEDY
1354. 原则,948,TRAGEDY,1354. 橙子,2895,COMEDY
1355. 肥胖,4091,COMEDY,1355. 金黄,4293,COMEDY
1356. 跨越,3374,COMEDY,1356. 参观,1594,COMEDY
1357. 恭喜,4888,COMEDY,1357. 链接,2604,COMEDY
1358. 拿,1716,COMEDY,1358. 标题,1157,COMEDY
1359. 外,2015,TRAGEDY,1359. 拼接,4090,COMEDY
1360. 升级,1308,COMEDY,1360. 陈述,1641,TRAGEDY
1361. 变换,3256,COMEDY,1361. 脂肪酸,4916,TRAGEDY
1362. 体,1150,TRAGEDY,1362. 王明,3487,COMEDY
1363. 猴子,3479,COMEDY,1363. 数据集,905,TRAGEDY
1364. 温水,3150,TRAGEDY,1364. 大纲,4695,TRAGEDY
1365. 工具,212,TRAGEDY,1365. 糖醋,4404,COMEDY
1366. 达成,1556,COMEDY,1366. 感悟,3692,TRAGEDY
1367. 切,1360,TRAGEDY,1367. 探险,1493,COMEDY
1368. 旨,2224,TRAGEDY,1368. 挑选,2468,COMEDY
1369. 客房,3579,TRAGEDY,1369. 图片,1567,COMEDY
1370. 家族,1677,TRAGEDY,1370. 生物学,2188,TRAGEDY
1371. 击败,4130,COMEDY,1371. 圈,4733,COMEDY
1372. 系列,1499,COMEDY,1372. 条款,1727,TRAGEDY
1373. 知道,193,TRAGEDY,1373. 有没有,2134,COMEDY
1374. 评论,1061,COMEDY,1374. 猫科,4799,COMEDY
1375. 流派,2951,TRAGEDY,1375. 花朵,1777,COMEDY
1376. 穿戴,4196,COMEDY,1376. 引起,572,TRAGEDY
1377. 肌肉,896,COMEDY,1377. 正面,3440,COMEDY
1378. 邻居,4312,COMEDY,1378. 公益,2016,COMEDY
1379. 帝国,3355,TRAGEDY,1379. 邀请,1719,COMEDY
1380. 书面化,4498,TRAGEDY,1380. 飞机,1665,COMEDY
1381. 衣物,2302,COMEDY,1381. 目标,103,COMEDY
1382. 电线,3520,TRAGEDY,1382. 煸炒,3172,COMEDY
1383. 预,2893,COMEDY,1383. 线,944,COMEDY
1384. 欺骗,4008,TRAGEDY,1384. 真理,3731,TRAGEDY
1385. 电流,2531,TRAGEDY,1385. 婚礼,956,COMEDY
1386. 解答,1357,COMEDY,1386. 队伍,2135,COMEDY
1387. 看到,346,COMEDY,1387. 归类,2350,COMEDY
1388. 防火墙,4464,TRAGEDY,1388. 缺失,3000,TRAGEDY
1389. 照,3223,COMEDY,1389. 部署,2206,COMEDY
1390. 骑行,3443,COMEDY,1390. 强调,541,COMEDY
1391. 单品,4898,COMEDY,1391. 构思,3909,COMEDY
1392. 黄油,1997,COMEDY,1392. 人员,334,COMEDY
1393. 劳动力,3330,TRAGEDY,1393. 国王,4226,COMEDY
1394. 文化,77,COMEDY,1394. 伴随,2666,COMEDY
1395. 队,2274,COMEDY,1395. 认证,2236,COMEDY
1396. 更新,633,COMEDY,1396. 卫生间,2829,COMEDY
1397. 照射,3163,TRAGEDY,1397. 传,3921,COMEDY
1398. 预订,1831,COMEDY,1398. 摧毁,4953,TRAGEDY
1399. 缴纳,3624,TRAGEDY,1399. 容量,1704,COMEDY
1400. 沙滩,1422,COMEDY,1400. 职业,371,COMEDY
1401. 改为,3738,COMEDY,1401. 调味料,2686,COMEDY
1402. 理论,514,TRAGEDY,1402. 箱子,4924,COMEDY
1403. 情报,4530,TRAGEDY,1403. 咖啡豆,2519,COMEDY
1404. 酒精,2883,TRAGEDY,1404. 回应,2716,COMEDY
1405. 线程,4369,COMEDY,1405. 绿化,3263,COMEDY
1406. 中医,2418,COMEDY,1406. 坚果,2670,COMEDY
1407. 奶茶,4934,COMEDY,1407. 呼吁,3262,TRAGEDY
1408. 遭遇,3356,TRAGEDY,1408. 少于,2869,TRAGEDY
1409. 春风,4015,COMEDY,1409. 时机,4190,COMEDY
1410. 鱼类,2011,TRAGEDY,1410. 杯子,2353,COMEDY
1411. 情况,69,COMEDY,1411. 争取,3419,TRAGEDY
1412. 黄,4632,COMEDY,1412. 餐饮,1995,COMEDY
1413. 教,2577,TRAGEDY,1413. 片,1797,COMEDY
1414. 缩,3843,TRAGEDY,1414. 总和,2541,TRAGEDY
1415. 人口,999,TRAGEDY,1415. 记忆,1259,TRAGEDY
1416. 语言,89,COMEDY,1416. 说法,3316,COMEDY
1417. 杰克,1864,COMEDY,1417. 辩护,3846,TRAGEDY
1418. 知识,180,TRAGEDY,1418. 新郎,4850,COMEDY
1419. 加油,3397,COMEDY,1419. 博士,4143,COMEDY
1420. 打,926,TRAGEDY,1420. 地铁,2471,COMEDY
1421. 演员,1511,COMEDY,1421. 源头,4547,TRAGEDY
1422. 当,4485,COMEDY,1422. 发送,1158,COMEDY
1423. 机遇,1552,COMEDY,1423. 适宜,3720,COMEDY
1424. 税率,3964,TRAGEDY,1424. 悬挂,3450,TRAGEDY
1425. 东方,4350,COMEDY,1425. 嘴巴,4741,COMEDY
1426. 演变,3065,TRAGEDY,1426. 牙刷,4960,COMEDY
1427. 带上,3802,COMEDY,1427. 美感,2629,COMEDY
1428. 模具,3661,TRAGEDY,1428. 埃菲尔,4710,COMEDY
1429. 定价,3338,TRAGEDY,1429. 想想,4215,COMEDY
1430. 准备,254,COMEDY,1430. 行星,481,COMEDY
1431. 山,1971,TRAGEDY,1431. 糯米,4276,COMEDY
1432. 装备,1656,COMEDY,1432. 椅子,2583,COMEDY
1433. 交,3509,COMEDY,1433. 面膜,2632,COMEDY
1434. 包含,284,COMEDY,1434. 绘制,1955,COMEDY
1435. 倡导,2754,TRAGEDY,1435. 名额,4410,TRAGEDY
1436. 神秘,3625,TRAGEDY,1436. 如此,2694,TRAGEDY
1437. 空气,363,COMEDY,1437. 供应链,4219,TRAGEDY
1438. 鸡,1856,COMEDY,1438. 风景,1428,COMEDY
1439. 啤酒,3160,COMEDY,1439. 一生,2854,TRAGEDY
1440. 电气,3906,TRAGEDY,1440. 整,2495,TRAGEDY
1441. 文物,3082,TRAGEDY,1441. 蜘蛛,4283,COMEDY
1442. 说法,3316,COMEDY,1442. 重,2105,TRAGEDY
1443. 健身,600,COMEDY,1443. 书写,4036,COMEDY
1444. 年龄,698,TRAGEDY,1444. 决定,462,TRAGEDY
1445. 洗衣机,2411,COMEDY,1445. 心里,4281,TRAGEDY
1446. 网格,4473,COMEDY,1446. 教练,1931,COMEDY
1447. 前往,1133,COMEDY,1447. 胜利,1644,COMEDY
1448. 景区,4295,COMEDY,1448. 在于,846,COMEDY
1449. 路径,1064,COMEDY,1449. 那里,1113,COMEDY
1450. 信仰,1194,TRAGEDY,1450. 额,4844,COMEDY
1451. 精力,1334,COMEDY,1451. 父亲,1979,TRAGEDY
1452. 地形,2652,TRAGEDY,1452. 改善,406,COMEDY
1453. 知名度,1850,COMEDY,1453. 美观,4228,COMEDY
1454. 学习,29,COMEDY,1454. 纠缠,4164,TRAGEDY
1455. 收到,2025,COMEDY,1455. 有益于,4649,COMEDY
1456. 想法,343,COMEDY,1456. 诊疗,4373,TRAGEDY
1457. 补充,1805,COMEDY,1457. 土,3495,COMEDY
1458. 卫生间,2829,COMEDY,1458. 变换,3256,COMEDY
1459. 加法,3382,COMEDY,1459. 地位,1198,TRAGEDY
1460. 文献,1431,TRAGEDY,1460. 通,4769,COMEDY
1461. 奖,2684,COMEDY,1461. 易于,1251,COMEDY
1462. 肤色,4307,TRAGEDY,1462. 街道,2958,COMEDY
1463. 原文,3923,TRAGEDY,1463. 体质,4694,COMEDY
1464. 峡谷,4925,TRAGEDY,1464. 器材,2211,COMEDY
1465. 账号,2467,COMEDY,1465. 举行,2624,COMEDY
1466. 密度,1176,TRAGEDY,1466. 监测,836,COMEDY
1467. 援助,4601,COMEDY,1467. 步行,2080,COMEDY
1468. 棕色,4423,TRAGEDY,1468. 气息,1445,COMEDY
1469. 液体,2045,COMEDY,1469. 欲望,3104,TRAGEDY
1470. 语境,3564,COMEDY,1470. 起伏,4208,TRAGEDY
1471. 反映,1128,COMEDY,1471. 加油,3397,COMEDY
1472. 主旨,3254,TRAGEDY,1472. 目的地,1244,TRAGEDY
1473. 同学,1748,COMEDY,1473. 专业,478,COMEDY
1474. 引力场,4865,TRAGEDY,1474. 大数据,878,COMEDY
1475. 对待,2103,COMEDY,1475. 准确率,2971,COMEDY
1476. 地铁,2471,COMEDY,1476. 跳,2207,COMEDY
1477. 浏览,2712,COMEDY,1477. 物流,1268,COMEDY
1478. 宇宙,519,TRAGEDY,1478. 模板,2115,COMEDY
1479. 迭,2717,TRAGEDY,1479. 肿瘤,2955,TRAGEDY
1480. 化石,1969,TRAGEDY,1480. 写出,2737,COMEDY
1481. 在于,846,COMEDY,1481. 举办,2072,COMEDY
1482. 毅力,3024,TRAGEDY,1482. 公寓,2497,COMEDY
1483. 心脏病,3388,TRAGEDY,1483. 番茄酱,2057,COMEDY
1484. 期望,1275,COMEDY,1484. 纹理,2750,COMEDY
1485. 瑞士,4956,COMEDY,1485. 感激,1943,TRAGEDY
1486. 见到,1726,COMEDY,1486. 拥抱,3145,COMEDY
1487. 撞击,4729,TRAGEDY,1487. 毕业,1737,COMEDY
1488. 瀑布,3588,COMEDY,1488. 干扰,1610,TRAGEDY
1489. 垃圾,341,COMEDY,1489. 这个,2095,COMEDY
1490. 免疫力,1811,COMEDY,1490. 贴,3989,COMEDY
1491. 摇滚,3048,COMEDY,1491. 寻求,629,TRAGEDY
1492. 外部,1404,TRAGEDY,1492. 假设,679,COMEDY
1493. 传入,3965,COMEDY,1493. 神经元,3175,COMEDY
1494. 获得,214,COMEDY,1494. 香肠,3429,COMEDY
1495. 表明,813,COMEDY,1495. 必需品,4781,COMEDY
1496. 茶匙,2356,COMEDY,1496. 主角,1272,COMEDY
1497. 位置,292,COMEDY,1497. 给定,513,COMEDY
1498. 育儿,2241,COMEDY,1498. 代理,3289,COMEDY
1499. 边,1453,COMEDY,1499. 唐朝,4860,COMEDY
1500. 成果,997,COMEDY,1500. 原子,1359,COMEDY
1501. 论,4133,COMEDY,1501. 誉为,2474,COMEDY
1502. 生产力,1735,TRAGEDY,1502. 药物,468,TRAGEDY
1503. 酱油,1842,COMEDY,1503. 排队,4256,COMEDY
1504. 考虑,78,TRAGEDY,1504. 坚持不懈,3423,COMEDY
1505. 拂面,4264,COMEDY,1505. 塑料袋,2047,COMEDY
1506. 拟,2807,COMEDY,1506. 记录,423,COMEDY
1507. 局限性,3453,TRAGEDY,1507. 除以,3773,COMEDY
1508. 车身,4382,COMEDY,1508. 方向,386,COMEDY
1509. 脚,1545,COMEDY,1509. 想出,3545,COMEDY
1510. 追寻,4658,TRAGEDY,1510. 开车,2758,COMEDY
1511. 增,4419,COMEDY,1511. 相当于,4716,COMEDY
1512. 思维,533,COMEDY,1512. 口感,477,COMEDY
1513. 经历,442,TRAGEDY,1513. 跳过,4791,COMEDY
1514. 气压,4260,TRAGEDY,1514. 唐诗,4892,TRAGEDY
1515. 限于,2414,TRAGEDY,1515. 标语,4932,COMEDY
1516. 普及,1288,COMEDY,1516. 购买,242,COMEDY
1517. 恐惧,2084,TRAGEDY,1517. 留意,4762,COMEDY
1518. 增加,127,COMEDY,1518. 摘要,1088,COMEDY
1519. 公平,3811,COMEDY,1519. 牙齿,2938,COMEDY
1520. 帽子,3647,COMEDY,1520. 识别,286,COMEDY
1521. 线索,2193,TRAGEDY,1521. 底部,2338,TRAGEDY
1522. 文明,1321,COMEDY,1522. 确保,84,COMEDY
1523. 身,2898,COMEDY,1523. 玩法,2931,COMEDY
1524. 设有,4983,COMEDY,1524. 扩张,3063,COMEDY
1525. 出版,3030,COMEDY,1525. 菜品,960,COMEDY
1526. 本,4853,COMEDY,1526. 金融,400,TRAGEDY
1527. 音乐会,2723,COMEDY,1527. 律师,1130,TRAGEDY
1528. 地点,1021,COMEDY,1528. 预,2893,COMEDY
1529. 适应,454,COMEDY,1529. 减,1667,TRAGEDY
1530. 物理,797,TRAGEDY,1530. 时光,1264,COMEDY
1531. 反馈,575,COMEDY,1531. 迎接,2950,COMEDY
1532. 地,939,TRAGEDY,1532. 骨骼,3125,TRAGEDY
1533. 重,2105,TRAGEDY,1533. 锁,3854,TRAGEDY
1534. 进球,4431,COMEDY,1534. 蒸发,4185,TRAGEDY
1535. 鸡腿,4364,COMEDY,1535. 蹲,4848,COMEDY
