"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下词语序号和你的选择，不要添加任何额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下词语序号和你的选择，不要添加任何额外内容。

这些词语是：
.1",order-1,shuffle1-test0
1083. 建造,1697,COMEDY,1083. 竹子,4166,COMEDY
1084. 网,2591,TRAGEDY,1084. 拌,4210,COMEDY
1085. 糖分,2860,COMEDY,1085. 使用,10,COMEDY
1086. 捕食,4621,TRAGEDY,1086. 系数,2201,TRAGEDY
1087. 领域,52,TRAGEDY,1087. 火灾,2600,TRAGEDY
1088. 知,2192,COMEDY,1088. 分配,692,COMEDY
1089. 税务,2133,TRAGEDY,1089. 评分,1652,COMEDY
1090. 资料,1228,TRAGEDY,1090. 西班牙,3535,COMEDY
1091. 鼓励,458,COMEDY,1091. 放松,430,COMEDY
1092. 奇数,2663,COMEDY,1092. 获得,214,COMEDY
1093. 排骨,3212,TRAGEDY,1093. 确定,216,COMEDY
1094. 葡萄,2855,COMEDY,1094. 检测,712,TRAGEDY
1095. 样本,1452,TRAGEDY,1095. 云,1165,COMEDY
1096. 因素,194,TRAGEDY,1096. 看法,818,COMEDY
1097. 小华,1877,COMEDY,1097. 注重,393,TRAGEDY
1098. 程序员,1376,TRAGEDY,1098. 左右,4069,COMEDY
1099. 带领,3004,COMEDY,1099. 动能,4684,COMEDY
1100. 完善,1241,COMEDY,1100. 植树,4483,COMEDY
1101. 期,2223,TRAGEDY,1101. 法官,3310,TRAGEDY
1102. 节,3568,COMEDY,1102. 超越,2163,COMEDY
1103. 比分,4083,COMEDY,1103. 带,678,COMEDY
1104. 气球,3164,COMEDY,1104. 海岸线,4586,COMEDY
1105. 举措,4571,COMEDY,1105. 番茄,1444,COMEDY
1106. 耐力,3464,COMEDY,1106. 演奏,1885,COMEDY
1107. 渴望,2281,COMEDY,1107. 量化,4336,TRAGEDY
1108. 云计算,1544,TRAGEDY,1108. 报表,1874,TRAGEDY
1109. 资本,2086,TRAGEDY,1109. 不满,3463,TRAGEDY
1110. 聆听,3594,COMEDY,1110. 力学,1449,TRAGEDY
1111. 物联网,1433,TRAGEDY,1111. 插,4831,COMEDY
1112. 性价比,2862,COMEDY,1112. 奶酪,1843,COMEDY
1113. 紫色,4244,COMEDY,1113. 加强,257,TRAGEDY
1114. 肯定,3272,COMEDY,1114. 摩擦力,4418,COMEDY
1115. 之,943,TRAGEDY,1115. 列举,1566,COMEDY
1116. 夫妻,1659,COMEDY,1116. 庆祝,1794,COMEDY
1117. 强度,1072,TRAGEDY,1117. 善良,4954,COMEDY
1118. 饺子,4060,COMEDY,1118. 欧,5000,COMEDY
1119. 巧克力,817,COMEDY,1119. 动植物,2764,COMEDY
1120. 艺术家,1363,COMEDY,1120. 解,1369,TRAGEDY
1121. 技巧,238,COMEDY,1121. 几何,2618,COMEDY
1122. 角色,146,COMEDY,1122. 填充,2835,COMEDY
1123. 三角形,1122,TRAGEDY,1123. 至关重要,958,TRAGEDY
1124. 来源,839,TRAGEDY,1124. 结合,494,COMEDY
1125. 动态,2039,COMEDY,1125. 刹车,3585,TRAGEDY
1126. 绿色,1834,COMEDY,1126. 现场,1395,COMEDY
1127. 约束,2847,TRAGEDY,1127. 组成,433,COMEDY
1128. 歌词,1604,COMEDY,1128. 头脑,1974,COMEDY
1129. 城市,110,COMEDY,1129. 停,2621,TRAGEDY
1130. 拼图,3892,COMEDY,1130. 鸡蛋,729,COMEDY
1131. 收入,542,COMEDY,1131. 泰坦尼克号,3858,TRAGEDY
1132. 珍珠,3724,COMEDY,1132. 诞生,4367,COMEDY
1133. 技术,20,COMEDY,1133. 蹲,4848,COMEDY
1134. 心血管,2789,TRAGEDY,1134. 教训,3538,TRAGEDY
1135. 情报,4530,TRAGEDY,1135. 爸爸,3321,COMEDY
1136. 形态,1346,COMEDY,1136. 撒,4875,COMEDY
1137. 进,2308,COMEDY,1137. 正面,3440,COMEDY
1138. 代表作,3557,COMEDY,1138. 绑定,3806,TRAGEDY
1139. 事实,1192,TRAGEDY,1139. 位,2477,COMEDY
1140. 偏差,3668,TRAGEDY,1140. 跑步,1330,COMEDY
1141. 用药,2748,TRAGEDY,1141. 哲学家,3181,TRAGEDY
1142. 程序,113,NEUTRAL,1142. 等式,3984,COMEDY
1143. 生物学,2188,NEUTRAL,1143. 气体,670,COMEDY
1144. 盛开,4445,COMEDY,1144. 套餐,4443,COMEDY
1145. 聚会,1852,COMEDY,1145. 生产,293,TRAGEDY
1146. 游泳池,3548,COMEDY,1146. 雪,3467,TRAGEDY
1147. 图像,534,NEUTRAL,1147. 基础,369,COMEDY
1148. 传说,2022,NEUTRAL,1148. 病虫害,4401,TRAGEDY
1149. 生物,327,NEUTRAL,1149. 喂养,1786,COMEDY
1150. 升,2746,NEUTRAL,1150. 感到,244,COMEDY
1151. 现状,1901,NEUTRAL,1151. 盛开,4445,COMEDY
1152. 逗号,4227,NEUTRAL,1152. 常用,2306,COMEDY
1153. 再生,1203,COMEDY,1153. 识别,286,COMEDY
1154. 倾斜,3699,NEUTRAL,1154. 美国,498,COMEDY
1155. 字母,716,NEUTRAL,1155. 现代人,4390,TRAGEDY
1156. 句子,251,NEUTRAL,1156. T恤,3344,COMEDY
1157. 说出,4629,NEUTRAL,1157. 菜品,960,COMEDY
1158. 家族,1677,NEUTRAL,1158. 编辑,1190,COMEDY
1159. 价格,202,NEUTRAL,1159. 公务员,4279,TRAGEDY
1160. 掉,2562,TRAGEDY,1160. 丧失,4534,TRAGEDY
1161. 名词,3354,NEUTRAL,1161. 石头,1936,TRAGEDY
1162. 经理,768,NEUTRAL,1162. 代替,2024,COMEDY
1163. 认同,2897,NEUTRAL,1163. 马克,3863,COMEDY
1164. 草莓,1596,COMEDY,1164. 制作,175,COMEDY
1165. 混合物,1860,NEUTRAL,1165. 酵母,3948,COMEDY
1166. 发电,2846,NEUTRAL,1166. 舞者,3319,COMEDY
1167. 排队,4256,NEUTRAL,1167. 序列,1083,COMEDY
1168. 室外,4072,COMEDY,1168. 水质,3851,TRAGEDY
1169. 引人注目,4489,NEUTRAL,1169. 队员,3988,COMEDY
1170. 看待,2199,NEUTRAL,1170. 引擎,1432,COMEDY
1171. 围绕,2264,TRAGEDY,1171. 室温,4679,TRAGEDY
1172. 降雨,4581,TRAGEDY,1172. 标注,2915,COMEDY
1173. 购买,242,COMEDY,1173. 看来,3683,COMEDY
1174. 繁殖,1878,TRAGEDY,1174. 宇宙,519,TRAGEDY
1175. 咖啡,552,COMEDY,1175. 草木,4839,COMEDY
1176. 半径,1542,TRAGEDY,1176. 酱油,1842,COMEDY
1177. 供应链,4219,TRAGEDY,1177. 存款,2830,TRAGEDY
1178. 汤匙,2132,COMEDY,1178. 工业化,3228,TRAGEDY
1179. 保护,76,COMEDY,1179. 想,57,COMEDY
1180. 夜空,3943,TRAGEDY,1180. 制造,732,TRAGEDY
1181. 供,1036,TRAGEDY,1181. 告诉,223,COMEDY
1182. 温室,1209,TRAGEDY,1182. 部分,253,TRAGEDY
1183. 玻璃,1581,TRAGEDY,1183. 号码,2244,COMEDY
1184. 对抗,3156,TRAGEDY,1184. 飞行,1217,COMEDY
1185. 拯救,3016,COMEDY,1185. 错,4887,TRAGEDY
1186. 旨,2224,TRAGEDY,1186. 税率,3964,TRAGEDY
1187. 出去,2888,COMEDY,1187. 板,1731,TRAGEDY
1188. 小李,3196,COMEDY,1188. 网,2591,COMEDY
1189. 猴子,3479,COMEDY,1189. 油漆,4486,COMEDY
1190. 金黄色,2337,COMEDY,1190. 层,1414,TRAGEDY
1191. 驾驶员,3799,TRAGEDY,1191. 视,4590,COMEDY
1192. 导向,4738,TRAGEDY,1192. 步行,2080,COMEDY
1193. 话,526,COMEDY,1193. 年轻人,1042,COMEDY
1194. 节能,1513,COMEDY,1194. 人机,4717,TRAGEDY
1195. 影响,40,TRAGEDY,1195. 定义,367,COMEDY
1196. 骨骼,3125,TRAGEDY,1196. 成为,98,COMEDY
1197. 好运,4006,COMEDY,1197. 提取,250,TRAGEDY
1198. 除法,4714,TRAGEDY,1198. 方法,43,COMEDY
1199. 沉淀,4354,TRAGEDY,1199. 狩猎,3935,TRAGEDY
1200. 癌症,2203,TRAGEDY,1200. 喉咙,4474,TRAGEDY
1201. 放弃,1454,TRAGEDY,1201. 倡导,2754,COMEDY
1202. 面包,1069,COMEDY,1202. 遵守,1019,TRAGEDY
1203. 清洁剂,3084,COMEDY,1203. 流行,916,COMEDY
1204. 展示,440,COMEDY,1204. 对象,560,COMEDY
1205. 排序,551,COMEDY,1205. 起始,3995,COMEDY
1206. 闪烁,3369,COMEDY,1206. 纸张,2486,COMEDY
1207. 好评,3828,COMEDY,1207. 糯米,4276,COMEDY
1208. 香肠,3429,COMEDY,1208. 可以,2,COMEDY
1209. 赞美,3168,COMEDY,1209. 细胞,761,TRAGEDY
1210. 深圳,4440,COMEDY,1210. 融入,1798,COMEDY
1211. 口感,477,COMEDY,1211. 长期,1237,TRAGEDY
1212. 谷物,3926,COMEDY,1212. 博主,4788,COMEDY
1213. 分泌,3973,TRAGEDY,1213. 见到,1726,COMEDY
1214. 孩子们,4181,COMEDY,1214. 借鉴,3549,COMEDY
1215. 疑虑,4583,TRAGEDY,1215. 核心,628,TRAGEDY
1216. 意,2406,TRAGEDY,1216. 看,158,COMEDY
1217. 受损,4077,TRAGEDY,1217. 色素,3559,TRAGEDY
1218. 家人,855,COMEDY,1218. 伦敦,2405,COMEDY
1219. 思考,310,TRAGEDY,1219. 音乐会,2723,COMEDY
1220. 城市化,2327,TRAGEDY,1220. 等级,2237,TRAGEDY
1221. 奶粉,4638,COMEDY,1221. 误差,2584,TRAGEDY
1222. 成就感,3827,COMEDY,1222. 年份,1888,TRAGEDY
1223. 毛巾,3589,COMEDY,1223. 创业,989,COMEDY
1224. 房地产,1763,TRAGEDY,1224. 激活,3750,COMEDY
1225. 汽车,331,COMEDY,1225. 贴,3989,COMEDY
1226. 思路,1255,TRAGEDY,1226. 频率,1167,COMEDY
1227. 爬山,4950,COMEDY,1227. 拍摄,1939,COMEDY
1228. 涂抹,2397,COMEDY,1228. 用作,3527,COMEDY
1229. 名人,3541,COMEDY,1229. 同时,1048,COMEDY
1230. 证实,4175,COMEDY,1230. 培训,549,COMEDY
1231. 说说,3064,COMEDY,1231. 袋,4043,COMEDY
1232. 绘制,1955,COMEDY,1232. 暖,1488,COMEDY
1233. 营业,3708,COMEDY,1233. 它们,55,COMEDY
1234. 覆盖,1284,TRAGEDY,1234. 降,3590,TRAGEDY
1235. 主义,1871,TRAGEDY,1235. 聚集,3252,COMEDY
1236. 量子,676,TRAGEDY,1236. 汽车,331,COMEDY
1237. 照射,3163,TRAGEDY,1237. 观,4019,COMEDY
1238. 愿望,3324,COMEDY,1238. 演示,2304,COMEDY
1239. 耳机,2979,COMEDY,1239. 排水,3417,TRAGEDY
1240. 多云,3326,TRAGEDY,1240. 起伏,4208,TRAGEDY
1241. 可视化,3413,COMEDY,1241. 穿着,1523,COMEDY
1242. 租赁,2492,TRAGEDY,1242. 室外,4072,COMEDY
1243. 老人,2195,TRAGEDY,1243. 资格,3826,COMEDY
1244. 互动,624,COMEDY,1244. 跨,2046,COMEDY
1245. 种类,717,COMEDY,1245. 参与,380,COMEDY
1246. 写下,3593,COMEDY,1246. 液体,2045,TRAGEDY
1247. 上下文,1845,COMEDY,1247. 咨询,665,COMEDY
1248. 感动,3120,TRAGEDY,1248. 蜘蛛,4283,TRAGEDY
1249. 木板,4063,TRAGEDY,1249. 课堂,2571,COMEDY
1250. 月份,3171,TRAGEDY,1250. 飞翔,3833,COMEDY
1251. 寿命,1349,TRAGEDY,1251. 土豆,2294,COMEDY
1252. 自动化,1074,TRAGEDY,1252. 举,2316,COMEDY
1253. 财产,1436,TRAGEDY,1253. 途径,1491,COMEDY
1254. 代,1570,TRAGEDY,1254. 场景,354,COMEDY
1255. 障碍物,3565,TRAGEDY,1255. 花坛,4979,COMEDY
1256. 缩写,4935,COMEDY,1256. 债券,2858,TRAGEDY
1257. 维修,1549,TRAGEDY,1257. 休闲,1925,COMEDY
1258. 爱好,978,COMEDY,1258. 描绘,1586,COMEDY
1259. 属性,870,TRAGEDY,1259. 秋风,3191,TRAGEDY
1260. 制造,732,COMEDY,1260. 就医,4988,TRAGEDY
1261. 引力场,4865,TRAGEDY,1261. 功率,2875,COMEDY
1262. 刑事,3230,TRAGEDY,1262. 入住,4282,COMEDY
1263. 演示,2304,COMEDY,1263. 卡片,2922,COMEDY
1264. 关键,709,COMEDY,1264. 意义,333,COMEDY
1265. 尝,4519,COMEDY,1265. 终止,3777,TRAGEDY
1266. 插入,1672,COMEDY,1266. 导向,4738,COMEDY
1267. 窗口,2221,COMEDY,1267. 话题,637,COMEDY
1268. 著作,4859,COMEDY,1268. 保养,1551,COMEDY
1269. 海滩,1038,COMEDY,1269. 捕捉,2857,COMEDY
1270. 规模,780,TRAGEDY,1270. 乘积,3574,COMEDY
1271. 种植,919,COMEDY,1271. 战胜,3604,COMEDY
1272. 题,1142,COMEDY,1272. 屋顶,4569,COMEDY
1273. 数组,1599,COMEDY,1273. 总价,3993,COMEDY
1274. 现代人,4390,COMEDY,1274. 走进,3220,COMEDY
1275. 心跳,4693,COMEDY,1275. 佩戴,3497,COMEDY
1276. 研发,824,COMEDY,1276. 态度,661,COMEDY
1277. 习性,3390,COMEDY,1277. 园林,3691,COMEDY
1278. 唐诗,4892,COMEDY,1278. 等,1293,COMEDY
1279. 续写,3687,COMEDY,1279. 王,828,COMEDY
1280. 工人,2521,TRAGEDY,1280. 宽度,2061,COMEDY
1281. 星际,4203,COMEDY,1281. 系统,56,COMEDY
1282. 海豚,4100,COMEDY,1282. 脑,3918,COMEDY
1283. 包容,3506,COMEDY,1283. 领导力,4000,COMEDY
1284. 希腊,2342,COMEDY,1284. 确保,84,COMEDY
1285. 芒果,3420,COMEDY,1285. 寺庙,3945,TRAGEDY
1286. 系列,1499,COMEDY,1286. 公交车,4303,COMEDY
1287. 莉莉,2834,COMEDY,1287. 咖啡馆,3050,COMEDY
1288. 特点,247,COMEDY,1288. 谜语,4147,COMEDY
1289. 找出,1490,COMEDY,1289. 写下,3593,COMEDY
1290. 生态,265,COMEDY,1290. 过滤,1788,COMEDY
1291. 影,4618,TRAGEDY,1291. 爱好者,1928,COMEDY
1292. 法律,337,TRAGEDY,1292. 监控,1114,TRAGEDY
1293. 消除,1942,TRAGEDY,1293. 制造业,2303,COMEDY
1294. 终端,3496,TRAGEDY,1294. 公平,3811,COMEDY
1295. 电视剧,2151,COMEDY,1295. 入侵,3340,TRAGEDY
1296. 证据,782,TRAGEDY,1296. 下载,1662,COMEDY
1297. 选项,667,COMEDY,1297. 杯,3689,COMEDY
1298. 胡椒粉,2028,COMEDY,1298. 炒,935,COMEDY
1299. 子女,3399,COMEDY,1299. 生气,4447,TRAGEDY
1300. 食物,281,COMEDY,1300. 盒子,2968,COMEDY
1301. 智力,2267,COMEDY,1301. 标准化,4379,COMEDY
1302. 缴纳,3624,TRAGEDY,1302. 面粉,1301,COMEDY
1303. 获得,214,COMEDY,1303. 背,4477,TRAGEDY
1304. 革命,2068,TRAGEDY,1304. 伙伴,1487,COMEDY
1305. 欲望,3104,TRAGEDY,1305. 家园,1822,COMEDY
1306. 高度,860,COMEDY,1306. 图像,534,COMEDY
1307. 食用油,4750,COMEDY,1307. 密码,821,TRAGEDY
1308. 光源,4720,COMEDY,1308. 域,4023,COMEDY
1309. 口红,3534,COMEDY,1309. 箱子,4924,COMEDY
1310. 指南,849,COMEDY,1310. 做,115,COMEDY
1311. 对齐,4671,TRAGEDY,1311. 处理器,2096,COMEDY
1312. 税收,1985,TRAGEDY,1312. 中文,733,COMEDY
1313. 遗迹,4740,TRAGEDY,1313. 漏洞,1954,TRAGEDY
1314. 果汁,2732,COMEDY,1314. 均匀,2849,COMEDY
1315. 肝脏,4691,TRAGEDY,1315. 胆固醇,4559,TRAGEDY
1316. 毅力,3024,COMEDY,1316. 生长,522,COMEDY
1317. 液,2259,TRAGEDY,1317. 散,4033,TRAGEDY
1318. 值得,668,COMEDY,1318. 城堡,2751,COMEDY
1319. 养殖,4176,COMEDY,1319. 改进,439,COMEDY
1320. 土,3495,TRAGEDY,1320. 不可或缺,1711,COMEDY
1321. 烤制,2513,COMEDY,1321. 类,497,TRAGEDY
1322. 王子,3062,COMEDY,1322. 测量,885,TRAGEDY
1323. 曲,3639,TRAGEDY,1323. 重量,1035,TRAGEDY
1324. 交际,4914,COMEDY,1324. 木板,4063,TRAGEDY
1325. 胜地,3729,COMEDY,1325. 尺寸,1137,TRAGEDY
1326. 热水,2757,TRAGEDY,1326. 管理者,4866,TRAGEDY
1327. 作为,509,TRAGEDY,1327. 笔,2646,TRAGEDY
1328. 加上,1312,COMEDY,1328. 打,926,TRAGEDY
1329. 饰品,3387,COMEDY,1329. 彗星,4163,TRAGEDY
1330. 时间,44,TRAGEDY,1330. 元音,4637,TRAGEDY
1331. 地域,3976,TRAGEDY,1331. 爬山,4950,COMEDY
1332. 求职,3182,TRAGEDY,1332. 高兴,2480,COMEDY
1333. 发型,4872,COMEDY,1333. 属于,700,COMEDY
1334. 商标,3288,COMEDY,1334. 行走,3027,COMEDY
1335. 幻想,4528,COMEDY,1335. 格式,739,TRAGEDY
1336. 和,1319,COMEDY,1336. 音频,2444,TRAGEDY
1337. 胸,4659,TRAGEDY,1337. 活动,65,COMEDY
1338. 惩罚,2475,TRAGEDY,1338. 能量,568,COMEDY
1339. 观点,476,TRAGEDY,1339. 警官,4931,TRAGEDY
1340. 骑,2070,COMEDY,1340. 排骨,3212,COMEDY
1341. 渠道,894,TRAGEDY,1341. 承载,4625,TRAGEDY
1342. 海岸,4577,COMEDY,1342. 南部,4675,TRAGEDY
1343. 晴天,4630,COMEDY,1343. 减法,4676,TRAGEDY
1344. 度量,4797,COMEDY,1344. 推行,4607,TRAGEDY
1345. 融资,2083,TRAGEDY,1345. 走出,3904,COMEDY
1346. 模式,366,TRAGEDY,1346. 员,3114,TRAGEDY
1347. 面临,521,TRAGEDY,1347. 入门,3167,COMEDY
1348. 学历,4291,TRAGEDY,1348. 地址,1170,TRAGEDY
1349. 权衡,3891,TRAGEDY,1349. 风情,4641,COMEDY
1350. 做好,1025,COMEDY,1350. 这里,344,COMEDY
1351. 呈现,682,COMEDY,1351. 配合,1413,COMEDY
1352. 去掉,4387,TRAGEDY,1352. 化学,446,TRAGEDY
1353. 体会,3518,TRAGEDY,1353. 林,3866,COMEDY
1354. 例子,620,COMEDY,1354. 引力,1261,TRAGEDY
1355. 飞舞,4572,COMEDY,1355. 精华,4666,COMEDY
1356. 汤,2018,COMEDY,1356. 酱,3543,COMEDY
1357. 供给,4711,COMEDY,1357. 非洲,2256,COMEDY
1358. 和平,2796,COMEDY,1358. 结尾,2961,TRAGEDY
1359. 暗示,3279,TRAGEDY,1359. 变化,120,COMEDY
1360. 警方,2530,TRAGEDY,1360. 机会,272,COMEDY
1361. 引述,4325,NEUTRAL,1361. 色彩,725,COMEDY
1362. 胡椒,2217,COMEDY,1362. 做出,375,COMEDY
1363. 反射,2073,TRAGEDY,1363. 读,1311,COMEDY
1364. 幸福感,3693,COMEDY,1364. 高峰,4654,TRAGEDY
1365. 场地,1539,NEUTRAL,1365. 黑色,2601,TRAGEDY
1366. 展望,3587,COMEDY,1366. 盗窃,3875,TRAGEDY
1367. 农产品,4635,COMEDY,1367. 互联网,528,COMEDY
1368. 有些,3556,NEUTRAL,1368. 大厦,4436,TRAGEDY
1369. 简化,2247,COMEDY,1369. 餐具,2298,COMEDY
1370. 一,1197,NEUTRAL,1370. 最大化,4326,COMEDY
1371. 拓宽,3610,COMEDY,1371. 升,2746,COMEDY
1372. 内心,852,TRAGEDY,1372. 禁止,2566,TRAGEDY
1373. 证人,2791,TRAGEDY,1373. 封建,4403,TRAGEDY
1374. 病毒,1299,TRAGEDY,1374. 窗户,1922,COMEDY
1375. 环,2874,COMEDY,1375. 当事人,2564,TRAGEDY
1376. 铺,4645,NEUTRAL,1376. 小鸟,2081,COMEDY
1377. 重建,4194,COMEDY,1377. 字段,1986,COMEDY
1378. 笑,2701,COMEDY,1378. 称为,755,COMEDY
1379. 多样化,2358,COMEDY,1379. 同义词,2506,COMEDY
1380. 避免,152,TRAGEDY,1380. 实力,1964,COMEDY
1381. 赞赏,4268,COMEDY,1381. 直线,2290,TRAGEDY
1382. 新手,2255,COMEDY,1382. 军事,2208,TRAGEDY
1383. 读,1311,COMEDY,1383. 人格,3059,COMEDY
1384. 酱料,4131,COMEDY,1384. 人间,4358,TRAGEDY
1385. 塑造,1826,COMEDY,1385. 质量,100,TRAGEDY
1386. 欺骗,4008,TRAGEDY,1386. 审判,3924,TRAGEDY
1387. 房产,2002,COMEDY,1387. 病毒,1299,TRAGEDY
1388. 诉讼,1859,TRAGEDY,1388. 经历,442,TRAGEDY
1389. 想象力,1919,COMEDY,1389. 菜谱,2310,COMEDY
1390. 担忧,2375,TRAGEDY,1390. 媒体,362,COMEDY
1391. 突变,4289,TRAGEDY,1391. 像是,2936,COMEDY
1392. 伴侣,2458,COMEDY,1392. 引进,4903,COMEDY
1393. 丝,2596,COMEDY,1393. 天体,1391,COMEDY
1394. 安全,107,COMEDY,1394. 视为,1180,COMEDY
1395. 行,771,COMEDY,1395. 手机,385,COMEDY
1396. 接近,1692,COMEDY,1396. 比较,721,TRAGEDY
1397. 自信心,2396,COMEDY,1397. 乐器,2142,COMEDY
1398. 意见,706,COMEDY,1398. 提示,864,COMEDY
1399. 梦,1595,COMEDY,1399. 编程,314,COMEDY
1400. 颈部,4906,TRAGEDY,1400. 路上,2689,COMEDY
1401. 用于,182,COMEDY,1401. 气味,3248,COMEDY
1402. 解答,1357,COMEDY,1402. 认知,872,COMEDY
1403. 灰色,4189,TRAGEDY,1403. 研究,86,TRAGEDY
1404. 钟,3874,COMEDY,1404. 率,1118,TRAGEDY
1405. 税率,3964,TRAGEDY,1405. 商店,1800,COMEDY
1406. 汉字,2780,COMEDY,1406. 我們,4814,COMEDY
1407. 估计,2840,COMEDY,1407. 下面,373,COMEDY
1408. 乐器,2142,COMEDY,1408. 您们,3966,COMEDY
1409. 思维,533,COMEDY,1409. 提出,411,COMEDY
1410. 钓鱼,3569,COMEDY,1410. 自然界,2238,TRAGEDY
1411. 教学,675,COMEDY,1411. 草,1946,COMEDY
1412. 星空,2999,COMEDY,1412. 煸炒,3172,COMEDY
1413. 续航,3832,COMEDY,1413. 记忆力,4743,COMEDY
1414. 跟随,3492,COMEDY,1414. 波,1899,COMEDY
1415. 太阳能,1093,COMEDY,1415. 明了,3955,COMEDY
1416. 菜谱,2310,COMEDY,1416. 女士,2720,COMEDY
1417. 管,2839,TRAGEDY,1417. 香草,2766,COMEDY
1418. 承载,4625,TRAGEDY,1418. 老年人,2459,TRAGEDY
1419. 已知,2808,TRAGEDY,1419. 荷兰,4677,COMEDY
1420. 沟通,237,COMEDY,1420. 数学家,4994,COMEDY
1421. 复制,1905,TRAGEDY,1421. 安装,525,COMEDY
1422. 邮件,736,COMEDY,1422. 万物,2355,COMEDY
1423. 填充,2835,TRAGEDY,1423. 加剧,2126,TRAGEDY
1424. 歌曲,627,COMEDY,1424. 进去,4084,COMEDY
1425. 退出,3066,TRAGEDY,1425. 饰品,3387,COMEDY
1426. 尾巴,3155,COMEDY,1426. 报告,456,TRAGEDY
1427. 服饰,4046,COMEDY,1427. 任务,139,TRAGEDY
1428. 干预,3023,TRAGEDY,1428. 拥堵,1795,TRAGEDY
1429. 术语,2439,TRAGEDY,1429. 药物,468,TRAGEDY
1430. 接下来,2880,COMEDY,1430. 何时,4745,COMEDY
1431. 光合,2324,COMEDY,1431. 荣誉,3861,COMEDY
1432. 语句,829,COMEDY,1432. 晶体,4731,COMEDY
1433. 清水,2594,COMEDY,1433. 纹理,2750,COMEDY
1434. 表,655,TRAGEDY,1434. 交易,632,TRAGEDY
1435. 配备,2180,COMEDY,1435. 渠道,894,COMEDY
1436. 风暴,1818,TRAGEDY,1436. 法语,2168,COMEDY
1437. 推广,419,COMEDY,1437. 约定,2642,COMEDY
1438. 举行,2624,COMEDY,1438. 宇航员,4444,COMEDY
1439. 听众,2602,COMEDY,1439. 人性,1531,TRAGEDY
1440. 利益,859,TRAGEDY,1440. 手续,4723,TRAGEDY
1441. 结论,900,TRAGEDY,1441. 怎么办,1804,COMEDY
1442. 香,2644,COMEDY,1442. 桌面,3794,COMEDY
1443. 知识,180,COMEDY,1443. 带领,3004,COMEDY
1444. 三明治,2844,COMEDY,1444. 专家,892,COMEDY
1445. 执行,389,TRAGEDY,1445. 出现,185,COMEDY
1446. 比特,4007,COMEDY,1446. 纤维素,3655,TRAGEDY
1447. 借助,2470,COMEDY,1447. 含有,918,COMEDY
1448. 回到,1558,TRAGEDY,1448. 珊瑚礁,4302,COMEDY
1449. 职位,1169,TRAGEDY,1449. 童话,4097,COMEDY
1450. 标点,3446,COMEDY,1450. 虫,4688,COMEDY
1451. 淀粉,2667,COMEDY,1451. 玩,902,COMEDY
1452. 检索,3294,COMEDY,1452. 商户,4161,COMEDY
1453. 期间,777,TRAGEDY,1453. 种族,3043,TRAGEDY
1454. 玛丽,1013,COMEDY,1454. 学科,1459,COMEDY
1455. 作文,4150,TRAGEDY,1455. 历程,1579,TRAGEDY
1456. 文字,1101,COMEDY,1456. 啤酒,3160,COMEDY
1457. 提醒,1143,TRAGEDY,1457. 驾驶,619,COMEDY
1458. 海报,2899,COMEDY,1458. 乐曲,4683,COMEDY
1459. 挫折,2041,TRAGEDY,1459. 奔跑,3445,COMEDY
1460. 糖,747,COMEDY,1460. 情节,657,COMEDY
1461. 放进,4993,COMEDY,1461. 橙色,4001,COMEDY
1462. 平时,2535,COMEDY,1462. 面条,1750,COMEDY
1463. 女神,4012,COMEDY,1463. 漫画,4269,COMEDY
1464. 后面,2773,TRAGEDY,1464. 懂得,3621,COMEDY
1465. 注册,1655,COMEDY,1465. 生存,672,TRAGEDY
1466. 全身,4148,COMEDY,1466. 反,1773,COMEDY
1467. 氢,3002,COMEDY,1467. 损坏,1844,TRAGEDY
1468. 饮用,2498,COMEDY,1468. 脚本,1832,COMEDY
1469. 前景,820,COMEDY,1469. 手势,4205,COMEDY
1470. 红酒,2288,COMEDY,1470. 浪费,853,TRAGEDY
1471. 市民,2187,TRAGEDY,1471. 填写,1880,TRAGEDY
1472. 唱,3678,COMEDY,1472. 客户,109,COMEDY
1473. 作,1611,COMEDY,1473. 阐明,3249,COMEDY
1474. 上,1115,COMEDY,1474. 古代,751,TRAGEDY
1475. 肺部,4220,TRAGEDY,1475. 赞扬,2953,COMEDY
1476. 大自然,1086,COMEDY,1476. 代理,3289,COMEDY
1477. 查看,895,TRAGEDY,1477. 规,3991,TRAGEDY
1478. 紧张,2970,TRAGEDY,1478. 京东,4610,COMEDY
1479. 好处,1058,COMEDY,1479. 热水,2757,COMEDY
1480. 谈话,4174,COMEDY,1480. 北极,3251,TRAGEDY
1481. 出生,1625,COMEDY,1481. 肥料,1996,COMEDY
1482. 关怀,3003,COMEDY,1482. 测试,303,TRAGEDY
1483. 小米,2974,COMEDY,1483. 调用,915,TRAGEDY
1484. 生命,275,TRAGEDY,1484. 机密,4522,TRAGEDY
1485. 协调,1098,COMEDY,1485. 跟随,3492,COMEDY
